"categoryName","location/lat","location/lng","totalScore","address","postalCode","title","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price"
"Hospital","31.7231094","73.9800477",,"Main Jandiala - Sheikhupura Rd, near Makhan Sweets And Bakers, Sheikhupura, Punjab, Pakistan",,"Javed Surgical Hospital","0",,,,,,,"Main Jandiala - Sheikhupura Rd, near Makhan Sweets And Bakers",
"Hospital","31.7221542","73.9459577","5","Lahore - Sargodha Rd, near Children Complex, Sultan Colony, Sheikhupura, Punjab, Pakistan",,"Rehmat Homeo Clinic Skp","1",,"1","0","0","0","0","Lahore - Sargodha Rd, near Children Complex",
"Hospital","31.7231378","73.9789858","4","PXFH+7H5, Sheikhupura, Punjab, Pakistan",,"Iqbal Clinic","2",,"1","0","0","1","0","PXFH+7H5",
"Hospital","31.6993464","73.9773325","4","MXXG+PWP, Sheikhupura, Punjab, Pakistan",,"Ijaz medicare center","1",,"0","1","0","0","0","MXXG+PWP",
"Hospital","31.7181245","73.9835443","5","PX9M+6CV, Sheikhupura, Punjab, Pakistan",,"Care Plus Poly Clinic","1",,"1","0","0","0","0","PX9M+6CV",
"Hospital","31.7210402","73.9425877","3.7","PWCV+C28, Sargodha Rd, Sheikhupura, Punjab, Pakistan",,"Mian Hospital","3",,"1","1","0","0","1","PWCV+C28, Sargodha Rd",
"Hospital","31.714875","73.957058","4","Lahore, Sargodha Road, Sheikhupura, Punjab, Pakistan",,"District Anti T.B Clinic","4",,"3","0","1","0","0","Lahore, Sargodha Road",
"Medical Center","31.7190344","73.9828418",,"PX9M+J48, Jandiala - Sheikhupura Rd, Sheikhupura, Punjab, Pakistan",,"درویشی دواخانہ Darweshi Dawa Khana","0",,,,,,,"PX9M+J48, Jandiala - Sheikhupura Rd",
"Hospital","31.7062023","73.9720879",,"park, Corner street 2 Ghang Road Stadium, Sheikhupura, 35599, Pakistan","35599","United Hospital","0",,,,,,,"park, Corner street 2 Ghang Road Stadium",
"Free clinic","31.7114339","73.9803507","5","Jarrar Zaidi, Jinnah Park, Behind Jahaz Park Chowk, Hospital Road، Sheikhupura, 39350, Pakistan","39350","Sheikh Imran Pattiyanwala - Poly Clinic","1",,"1","0","0","0","0","Jarrar Zaidi, Jinnah Park, Behind Jahaz Park Chowk, Hospital Road",
"Hospital","31.7136063","73.9740679","5","PX7F+CJW, Lahore - Sargodha Rd, Civil Lines, Sheikhupura, Punjab, Pakistan",,"Amir Haleem Pharmacy","6",,"6","0","0","0","0","PX7F+CJW, Lahore - Sargodha Rd",
"Hospital","31.7271368","73.9771937","5","PXGG+VV4, Jandiala - Sheikhupura Rd, Sheikhupura, Punjab, Pakistan",,"Qayyum family clinic","1",,"1","0","0","0","0","PXGG+VV4, Jandiala - Sheikhupura Rd",
,"31.6918833","73.9733696","4.8","MXRF+Q85, Lahore - Sheikhupura - Faisalabad Rd, Sheikhupura, Punjab, Pakistan",,"Al-Qamar General Hospital","6",,"5","1","0","0","0","MXRF+Q85, Lahore - Sheikhupura - Faisalabad Rd",
"Hospital","31.7133083","73.9743466","3","PX7F+8PH, Civil Lines, Sheikhupura, Punjab, Pakistan",,"Khawar hospital sheikhupura","3",,"1","0","1","1","0","PX7F+8PH",
"Hospital","31.7123617","73.9641174","1","PX67+WJX, Sheikhupura, Punjab, Pakistan",,"Al Rasheed orthopedic and rehabilitation center","3",,"0","0","3","0","0","PX67+WJX",
"Book store","31.7107445","73.9790187","3.5","PX6H+7JR, Hospital Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Book zone publishers hospital road Sheikhupura","2",,"1","0","0","0","1","PX6H+7JR, Hospital Rd",
"Medical Center","31.7008129","73.9807886","5","Bhikhi Rd, near OLD SLATER HOUSE, Sheikhupura, Punjab 39350, Pakistan","39350","BABAR PHARMACY","2",,"2","0","0","0","0","Bhikhi Rd, near OLD SLATER HOUSE",
"Animal hospital","31.7066283","73.9735234","3.8","PX4F+M95, Stadium Park Sheikhupura, Punjab, Pakistan",,"CH PET HOSPITAL & Dr Pet shop SHEIKHUPURA","14",,"8","1","3","2","0","PX4F+M95",
"Hospital","31.6996658","73.9582185",,"MXX5+V78, Sarghoda Rd, Sheikhupura, Punjab, Pakistan",,"مطب حکیم محمد صدیق","0",,,,,,,"MXX5+V78, Sarghoda Rd",
"Hospital","31.7121795","73.9736926",,"6 College Road, near Bin Alim Mart, Sheikhupura, Punjab, Pakistan",,"ZAWAR CHILD MEDI CARE","0",,,,,,,"6 College Road, near Bin Alim Mart",
"Medical Center","31.7008129","73.9807886","4","Bhikhi Rd, near Mian Gee Marriage Garden, Sheikhupura, Punjab 39350, Pakistan","39350","Ahmad Medical Store","1",,"0","1","0","0","0","Bhikhi Rd, near Mian Gee Marriage Garden",
"Heart hospital","31.7180674","73.9661848",,"PX98+6FF، Sir Syeed Road, Civil Lines, Sheikhupura, Punjab, Pakistan",,"CardioMed","0",,,,,,,"PX98+6FF، Sir Syeed Road",
"Private hospital","31.6918259","73.9750827",,"Lahore - Sheikhupura - Faisalabad Rd, near chungi stop, Sheikhupura, Punjab, Pakistan",,"LeaserVisionCenter","0",,,,,,,"Lahore - Sheikhupura - Faisalabad Rd, near chungi stop",
"Hospital","31.72923","73.9756887",,"PXHG+M7W, Jandiala Sher Khan Rd, Sheikhupura, Punjab, Pakistan",,"Abdullah Niazi Homeo Clinic","0",,,,,,,"PXHG+M7W, Jandiala Sher Khan Rd",
"Hospital","31.7201166","73.9480735",,"Main Lahore - Sargodha Rd, Sultan Colony, Sheikhupura, Punjab 39350, Pakistan","39350","Shah Latif Hospital","0",,,,,,,"Main Lahore - Sargodha Rd",
"Medical Center","31.730762","73.9749872",,"Main waris raoad, Jandiala - Sheikhupura Rd, Mohalla Marajpura, Sheikhupura, Punjab, Pakistan",,"HAJIRA MEDICAL CENTRE SHEIKHUPURA","0",,,,,,,"Main waris raoad, Jandiala - Sheikhupura Rd",
"Hospital","31.7220295","73.9387178",,"PWCR+V2G, Sheikhupura, Punjab, Pakistan",,"Chima hospital چیمہ ہسپتال","0",,,,,,,"PWCR+V2G",
"Hospital","31.7066343","73.981831","5","PX4J+MP4, Unnamed Road, Jahangirabad, Sheikhupura, Punjab, Pakistan",,"Shafi Medical Center Special Dr Mubashar Ahmad","3",,"3","0","0","0","0","PX4J+MP4, Unnamed Road",
"Hospital","31.7059303","73.9818317","3.5","PX4J+9PG, Jahangirabad, Sheikhupura, Punjab, Pakistan",,"Al-Shaafi Clinic & Hospital","2",,"1","0","0","0","1","PX4J+9PG",
"Hospital","31.71752","73.9739733",,"60 Malik Anwar Rd, Civil Lines, Sheikhupura, Punjab, Pakistan",,"SIMC Medical Complex","0",,,,,,,"60 Malik Anwar Rd",
"Hospital","31.7111118","73.9827288",,"Allama Iqbal Park, Sheikhupura, Punjab 39035, Pakistan","39035","Al Rehman Eye hospital","0",,,,,,,,
"Hospital","31.718553","73.969477","5","PX99+CQH, Behari Colony Civil Lines, Sheikhupura, Punjab, Pakistan",,"Naheed zaman hospital","4",,"4","0","0","0","0","PX99+CQH",
"Hospital","31.7175336","73.9739181","5","60 Malik Anwar Rd, Civil Lines, Sheikhupura, Punjab, Pakistan",,"Syed Inam Ul Haq Complex","1",,"1","0","0","0","0","60 Malik Anwar Rd",
"Maternity hospital","31.7239349","73.971916","5","Shah Colony Rd, Mohallah Rasool Nagar Rasoolpura, Sheikhupura, Punjab, Pakistan",,"Uswa Clinic and Ultrasound Center","2",,"2","0","0","0","0","Shah Colony Rd",
"Private hospital","31.7272485","73.972626","5","Shah Colony Rd, Sheikhupura, Punjab 39350, Pakistan","39350","Nazia Shahid Gynae & Medicare","1",,"1","0","0","0","0","Shah Colony Rd",
"Hospital","31.7046334","73.9843034","5","Bhikhi Rd, Jahangirabad, Sheikhupura, Punjab 39350, Pakistan","39350","Amna Hospital","2",,"2","0","0","0","0","Bhikhi Rd",
"Hospital","31.7156715","73.9843972","5","Fatimah Jinnah Road, Sheikhupura, Punjab 04931, Pakistan","04931","Rasheed Clinic Dr yusuf Rasheed","1",,"1","0","0","0","0","Fatimah Jinnah Road",
"Hospital","31.7095782","73.9818283","4","PX5J+RPP, Iqbal Park Rd, Allama Iqbal Park, Sheikhupura, Punjab, Pakistan",,"Younas Hospital","1",,"0","1","0","0","0","PX5J+RPP, Iqbal Park Rd",
"Hospital","31.7127493","73.9756636","4.5","PX7G+37V, Sheikhupura, Punjab, Pakistan",,"Trauma Center","10",,"8","1","1","0","0","PX7G+37V",
"Medical Center","31.6950633","73.9839598","5","Infront of sharf ul din school, Faisalabad Rd, Health, Sheikhupura, Punjab, Pakistan",,"Younas medicare","5",,"5","0","0","0","0","Infront of sharf ul din school, Faisalabad Rd",
"Hospital","31.7040917","73.9650089","5","Ghang Road, millat chowk Sheikhupura, Punjab 39350, Pakistan","39350","Al farooq hospital","2",,"2","0","0","0","0","Ghang Road",
"Hospital","31.7212771","73.9816864","5","1, Sheikhupura, Punjab 39905, Pakistan","39905","Mehmooda Hospital","2",,"2","0","0","0","0","1",
"Hospital","31.720422","73.9454927","4.2","Lahore - Sargodha Rd, near mother children complex, Nabipura, Sheikhupura, Punjab, Pakistan",,"SAKINA MEMORIAL HOSPITAL","5",,"3","1","0","0","1","Lahore - Sargodha Rd, near mother children complex",
"Hospital","31.7238914","73.9793892","5","PXFH+JPJ, Sheikhupura, Punjab, Pakistan",,"Dr M Saleem Emergency Centre","23",,"23","0","0","0","0","PXFH+JPJ",
"Hospital","31.7180981","73.9729057","4.7","PX9F+65J, Malik Anwar Rd, adjacent to Zaraee Tarakiati bank, Civil Lines, Sheikhupura, Punjab, Pakistan",,"Eman Heart Care Center Dr. Farooq Ahmed ( consultant Cardiologist)","3",,"2","1","0","0","0","PX9F+65J, Malik Anwar Rd, adjacent to Zaraee Tarakiati bank",
"Hospital","31.7071092","73.9778411",,"DARULSHIFA HOSPITAL, SANAT ZAR, Khalid Rd, opposite GOAL MASJID, Jinnah Park, Sheikhupura, Punjab 39350, Pakistan","39350","Darul Shifa Hospital.","0",,,,,,,"DARULSHIFA HOSPITAL, SANAT ZAR, Khalid Rd, opposite GOAL MASJID",
"Hospital","31.7120278","73.9686782","3.3","College Road, Sheikhupura, Punjab, Pakistan",,"Khadija Poly Clinic","40",,"16","6","14","4","0","College Road",
"Hospital","31.7095716","73.9818672",,"Civil Quarters Rd, near Shimla Bakery, Allama Iqbal Park, Sheikhupura, Punjab 39350, Pakistan","39350","SHAUKAT HOSPITAL","0",,,,,,,"Civil Quarters Rd, near Shimla Bakery",
"Hospital","31.7159847","73.9744862","4","95-D Civil Lines , Katchery Road Sheikhupura , Punjab ~, 39350, Pakistan","39350","Yasib Hospital","6",,"3","0","0","3","0","95-D Civil Lines , Katchery Road Sheikhupura , Punjab ~",
"Hospital","31.7179768","73.9457507","3.4","Lahore, Sargodha Road, Sheikhupura, Punjab, Pakistan",,"Shahbaz Sharif Mother And Children Complex, Sheikhupura","31",,"12","3","8","8","0","Lahore, Sargodha Road",
"Hospital","30.9098771","74.1387372",,"W45Q+XF5, Talwandi, Kasur, Punjab, Pakistan",,"Tahir Clinic","0",,,,,,,"W45Q+XF5",
"Medical Center","30.8936134","74.2326322",,"&, Care Medical Store Medical, Health, Usmanwala, 55010, Pakistan","55010","Care Medical Store","0",,,,,,,"&, Care Medical Store Medical, Health",
"Medical Center","30.8927081","74.2349241",,"GoharJageer، road،, Usmanwala, Kasur, Punjab, Pakistan",,"Adeel Medical Center","0",,,,,,,"GoharJageer، road،",
"Hospital","30.863313","74.2445848","1","V67V+8RG, Banbawali Ravi Bedian Canal Rd, Kasur, Punjab, Pakistan",,"EPI Center BHU Killi Sokal","2",,"0","0","2","0","0","V67V+8RG, Banbawali Ravi Bedian Canal Rd",
"Hospital","30.9669405","73.9733666","4.3","XX8F+Q8H, Chunian, Kasur, Punjab, Pakistan",,"Mumtaz Hospital","3",,"2","0","0","1","0","XX8F+Q8H",
"Hospital","30.9717447","73.9728009","5","Main Changa Manga Road, Chunian, Kasur, Punjab, Pakistan",,"Healthcare hospital Chunain","1",,"1","0","0","0","0","Main Changa Manga Road",
"FMCG manufacturer","31.6854286","74.0718976","4.5","M3JF+XJG Haq Rubber & Tyre Mills, Lahore - Sheikhupura - Faisalabad Rd, Joyan Wala Morr, Sheikhupura, Punjab, Pakistan",,"Nestlé Pakistan Limited, Sheikhupura Factory","116",,"92","9","7","5","3","M3JF+XJG Haq Rubber & Tyre Mills, Lahore - Sheikhupura - Faisalabad Rd",
"Hospital","31.7048325","74.0127322","3.4","Al-Noor Hospital, Lahore Rd, Rehmanpura, Sheikhupura, Punjab, Pakistan",,"Al Noor Hospital","18",,"7","3","5","3","0","Al-Noor Hospital, Lahore Rd",
"Medical Center","31.6842446","74.0756349","3.7","12 KM Lahore Rd, Sheikhupura, Punjab, Pakistan",,"PESSI Social Security Medical Center Milk Pak , Sheikhupura","3",,"1","1","0","0","1","12 KM Lahore Rd",
"School","31.834718","73.61868",,"Sargodha, Sargodha Road bilmqabal Govt Hospital khanqah dogran Lahore, Road, Khanqah Dogran, 39560, Pakistan","39560","Smart Montessori School (SMS)","0",,,,,,,"Sargodha, Sargodha Road bilmqabal Govt Hospital khanqah dogran Lahore, Road",
"Store","31.833705","73.6186172",,"Lahore - Sargodha Rd, opposite Government Hospital, Khanqah Dogran, Nankana Sahib, Punjab, Pakistan",,"Pakistan Agri Services","0",,,,,,,"Lahore - Sargodha Rd, opposite Government Hospital",
"Pharmacy","31.8299489","73.6124102",,"Opposite RHC Hospital Khanqah Dogran Tehsil Safdarabad District Sheikhupura Khanqah Dogran, Khanqah Dogran, 33530, Pakistan","33530","Doctor Plus Pharmacy Khanqah Dogran","0",,,,,,,"Opposite RHC Hospital Khanqah Dogran Tehsil Safdarabad District Sheikhupura Khanqah Dogran",
"Medical laboratory","31.7943853","73.6881596",,"QMVQ+Q73, Lahore Rd, opp. Civil Hospital, Sheikhupura, Punjab, Pakistan",,"Test One Lab","0",,,,,,,"QMVQ+Q73, Lahore Rd, opp. Civil Hospital",
"Pharmacy","31.834258","73.620009",,"RJMC+P22, Main Bazaar Rd, Khanqah Dogran, Sheikhupura, Punjab, Pakistan",,"Standard Pharmacy","0",,,,,,,"RJMC+P22, Main Bazaar Rd",
"Hospital","31.8325182","73.6199661",,"RJM9+2X4 Bus stop, Khanqah Dogran, Sheikhupura, Punjab, Pakistan",,"Fatima Care & Cure Center","0",,,,,,,"RJM9+2X4 Bus stop",
"Hospital","31.8341802","73.6189053","3.8","Khanka Dogran, Safdar Abad Sheikhupura, Pakistan",,"Govt Rural Health Center Khanka Dogran","6",,"3","1","1","1","0","Khanka Dogran, Safdar Abad Sheikhupura",
"Hospital","31.8337456","73.6197921","5","RJM9+FWV, Khanqah Dogran, Nankana Sahib, Punjab, Pakistan",,"Sardar Ali Muhammad poli clinc khanqa dogran سردار علی محمد آئی ٹرسٹ، ہسپتال","1",,"1","0","0","0","0","RJM9+FWV",
"Hospital","31.8320317","73.6211688","5","RJJC+RF7, Khanqah Dogran, Nankana Sahib, Punjab, Pakistan",,"Wali Medical Center","2",,"2","0","0","0","0","RJJC+RF7",
"Hospital","31.7043923","74.0172207","3.7","P238+QV5, Lahore Rd, Housing Colony Sheikhupura, Punjab, Pakistan",,"Akhtar Memorial Hospital","12",,"5","2","1","2","2","P238+QV5, Lahore Rd",
"Beauty salon","31.4490138","73.7070425",,"Sheikh Waris Street, opposite Al-Karim Hospital, Nankana Sahib, Punjab 39100, Pakistan","39100","Chandni Beauty Salon","0",,,,,,,"Sheikh Waris Street, opposite Al-Karim Hospital",
"Mosque","31.4471031","73.7044289",,"CPW3+WPX, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"مسجد","0",,,,,,,"CPW3+WPX, Hospital Rd",
"Hospital","30.9988311","74.4164479",,"XCX8+GHP, Unnamed Road, Nure Wala, Kasur, Punjab, Pakistan",,"Civil veternary dispensry Hussain khan wala' kasur","0",,,,,,,"XCX8+GHP, Unnamed Road",
"Medical Center","31.0290392","74.4972999",,"2FHW+JW7, Burj Kalan Rd, Kasur, Punjab, Pakistan",,"Shafia Health Center","0",,,,,,,"2FHW+JW7, Burj Kalan Rd",
"Hospital","31.029058","74.4973392","4.3","2FHW+JWG, Burj Kalan, Kasur, Punjab, Pakistan",,"Basic Health Unit Burj Kalan","3",,"1","2","0","0","0","2FHW+JWG",
"Hospital","31.0234773","74.4910669","1","2FFR+9CW, Unnamed Road, Kasur, Punjab, Pakistan",,"EPI Center BHU Burj Kalan","1",,"0","0","1","0","0","2FFR+9CW, Unnamed Road",
"Government hospital","30.9970283","74.4484992","5","XCWX+R9, Village Kharepar, Kasur, Punjab, Pakistan",,"Basic Health Unit /Behavioral Health Unit","1",,"1","0","0","0","0","XCWX+R9",
"Travel agency","31.4494615","73.7055894","5","CPX4+Q6P, Bashir Bhatti Rd, opposite Al-Fazal Hospital, Mohalla Masjid Noor, Nankana Sahib, Punjab 39100, Pakistan","39100","Baarik International Travel & Tours","1",,"1","0","0","0","0","CPX4+Q6P, Bashir Bhatti Rd, opposite Al-Fazal Hospital",
"College","31.4476477","73.7046204","5","Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"Vocational Training Institute, Nankana Sahib District, Punjab","2",,"2","0","0","0","0","Hospital Rd",
"College","31.4460553","73.7038521",,"CPW3+CGH, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"Govt. Grunanak Associate College for Women","0",,,,,,,"CPW3+CGH, Hospital Rd",
"Hospital department","31.4441452","73.7022607",,"CPV2+MW2, Nankana Sahib, Punjab, Pakistan",,"Physiotherapy Department DHQ","0",,,,,,,"CPV2+MW2",
"Pharmacy","31.4478862","73.7028116",,"Hospital Rd, opposite UTILITY STORE, 2), RASOOL NAGAR Nankana Sahib, Punjab 39100, Pakistan","39100","LIFE PLUS PHARMACY NANKANA SAHIB","0",,,,,,,"Hospital Rd, opposite UTILITY STORE",
"School","31.4485507","73.7031916","4.2","CPX3+C7G, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"District Public School","5",,"2","2","0","1","0","CPX3+C7G, Hospital Rd",
"Pharmacy","31.4491074","73.7072824","1","CPX4+JXC, Shora Kothi Rd, near Al-Karim Hospital, Nankana Sahib, Punjab 39100, Pakistan","39100","Health Link Pharmacy","1",,"0","0","1","0","0","CPX4+JXC, Shora Kothi Rd, near Al-Karim Hospital",
"High school","31.4473737","73.7043625","4.3","CPW3+WPX, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"Govt Girls M C High School","8",,"5","2","1","0","0","CPW3+WPX, Hospital Rd",
"Dental clinic","31.4514786","73.7088931",,"FP25+HHR, Guru Bazaar, in front of Ashoka Hospital, Mohalla Daughter Bazaar Mohalla Ghala Mandi, Nankana Sahib, Punjab, Pakistan",,"Ahsan Raza","0",,,,,,,"FP25+HHR, Guru Bazaar, in front of Ashoka Hospital",
"Hotel","31.4458153","73.7054415","4","Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"Hotel One Nankana / TDCP Motel","147",,"78","30","13","19","7","Hospital Rd","$43"
"Mobile phone repair shop","31.4521134","73.7097127","5","Guru Bazaar, near Ali Hospital, Mohalla Ghala Mandi, Nankana Sahib, Punjab, Pakistan",,"Mian Mobiles & Repairing Lab","253",,"250","1","0","2","0","Guru Bazaar, near Ali Hospital",
"Sports complex","31.4459797","73.7046222","4.3","CPW3+9RX, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"Sports Complex","35",,"22","7","1","2","3","CPW3+9RX, Hospital Rd",
"Laboratory","31.4516159","73.7091449","4.3","Guru Bazaar Plot No.1610 & 1611, Khewat No. 2 & 3, Khatooni No. 107 & 108, Nankana, 39100, Pakistan","39100","Aga Khan University Hospital Laboratory Specimen Collection Unit","4",,"2","1","0","1","0","Guru Bazaar Plot No.1610 & 1611, Khewat No. 2 & 3, Khatooni No. 107 & 108",
"Government office","31.4441014","73.7036893","4.7","CPV3+JFW, Hospital Rd, Nankana Sahib, Punjab, Pakistan",,"CEO Health Office Nankana Sahib","6",,"4","2","0","0","0","CPV3+JFW, Hospital Rd",
"Veterinarian","31.447416","73.7007878","5","Railway Station Road, Nankana Sahib, Punjab, Pakistan",,"Huraira Animal Hospital, Nankana Sahib","4",,"4","0","0","0","0","Railway Station Road",
"Government office","31.44448","73.70194","4","FHC DHQ Hospital, Nankana Sahib, Punjab 39100, Pakistan","39100","Family Health Center Nankana","1",,"0","1","0","0","0","FHC DHQ Hospital",
"Animal hospital","31.4525962","73.6985358","4.9","FM3X+2CM, Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"Civil Veterinary Hospital Nankana Sahib","7",,"6","1","0","0","0","FM3X+2CM, Unnamed Road",
"Shopping mall","31.4460989","73.7055192","4","Hospital Rd, Nankana Sahib, Punjab 39100, Pakistan","39100","Ahmad Super Store","11",,"6","2","1","1","1","Hospital Rd",
"Hospital department","31.448048","73.708418",,"CPX5+59M, Zeeshan Town, Nankana Sahib, Punjab, Pakistan",,"Amina Hospital","0",,,,,,,"CPX5+59M",
"Medical Center","31.4500549","73.7064018",,"FP24+2HC, Mohalla Masjid Noor, Nankana Sahib, Punjab, Pakistan",,"Zain dental clinic","0",,,,,,,"FP24+2HC",
"Laboratory","31.4490555","73.7073861","4.5","CPX4+JXC Shaukat khanam Collection Center, Nankana Sahib, Punjab, Pakistan",,"Shaukat Khanum Laboratory Collection Center. Nankana Sahib","4",,"2","2","0","0","0","CPX4+JXC Shaukat khanam Collection Center",
"Doctor","31.444828","73.7031297",,"CPV3+W7J, Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"Anesthesia Department DHQ Hospital Nankana sahib","0",,,,,,,"CPV3+W7J, Unnamed Road",
"Medical Center","31.4485384","73.7031609",,"Nankana Sahib, Punjab, Pakistan",,"Naim Clinic","0",,,,,,,,
"Medical Center","31.457867","73.7061596",,"Shad Bagh Colony, Nankana Sahib, Punjab, Pakistan",,"Shehnaz Clinic","0",,,,,,,,
"Hospital department","31.4444878","73.7024846","1","CPV2+QXX, Nankana Sahib, Punjab, Pakistan",,"Emergency Ward DHQ Nankana Sahib","1",,"0","0","1","0","0","CPV2+QXX",
"Medical laboratory","31.4516217","73.7091851","4.9","Mian, Ali Hospital, Guru Bazaar, Nankana Sahib, Punjab 39100, Pakistan","39100","Chughtai Lab, Main Guru Bazar, Nankana","86",,"83","1","0","2","0","Mian, Ali Hospital, Guru Bazaar",
"Hospital","31.4499696","73.6992329",,"Shahkot Rd, Nankana Sahib, Punjab, Pakistan",,"Additional Director Livestock","0",,,,,,,"Shahkot Rd",
"Animal hospital","31.4512818","73.7097154","5","Guru bazar Qaba, Road, near Mariam hospital, opposite to Qureshi Sons sanitary store, Nankana Sahib, Pakistan",,"Shoukat Veterinary Hospital","7",,"7","0","0","0","0","Guru bazar Qaba, Road, near Mariam hospital, opposite to Qureshi Sons sanitary store",
"Heliport","31.449151","73.712479",,"ward number 6 ward number 6 warder, Nankana Sahib, 53123, Pakistan","53123","Doctors Hospital & Medical Center","0",,,,,,,"ward number 6 ward number 6 warder",
"Hospital","31.4518553","73.7095692",,"FP25+QV7, Guru Bazaar, Mohalla Ghala Mandi, Nankana Sahib, Punjab, Pakistan",,"TAHIR CHEST CLINIC","0",,,,,,,"FP25+QV7, Guru Bazaar",
"Medical Center","31.4508718","73.7079346",,"Guru Bazaar, Nankana Sahib, Punjab, Pakistan",,"Doctor manzoor awais clinic","0",,,,,,,"Guru Bazaar",
