"title","location/lat","location/lng","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","address","price","rank","categoryName","totalScore","postalCode","reviewsCount","street"
"Naeem pan shop","31.7825278","74.2539619","0","0","1","1","0","Q7M3+2H8, Basra Rd, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"52","Grocery store","2",,"2","Q7M3+2H8, Basra Rd"
"Shahbaz karyana store","31.765387","74.2584644",,,,,,"Q785+594, Manoabad, Mannoo Abad, Sheikhupura, Punjab, Pakistan",,"53","Grocery store",,,"0","Q785+594"
"Sindhi Super Store","31.0197604","74.329106",,,,,,"289H+WJ5, Fatahu Pur, Kasur, Punjab, Pakistan",,"4","Grocery store","5",,"5","289H+WJ5"
"Sodagar Market","31.0751895","74.4886912",,,,,,"3FGQ+3FG, Main Hari Haar Road Village Maan, City, Kasur, Punjab, Pakistan",,"7","Supermarket","5",,"2","3FGQ+3FG, Main Hari Haar Road Village Maan"
"Elahi kryana store","31.1186473","74.4508875",,,,,,"4F92+F92, Road, Kot Usman Khan Walled City, Kasur, Punjab, Pakistan",,"8","Grocery store","5",,"2","4F92+F92, Road"
"Shan JINDRI","31.1186523","74.4438257",,,,,,"4C9V+FG8 Shan JINDRI DJ &Pip band, Railway Park Kasur, Punjab, Pakistan",,"9","Grocery store","5",,"1","4C9V+FG8 Shan JINDRI DJ &Pip band"
"Asad Ali Genral Store","31.0939434","74.4522717",,,,,,"3FV2+HWC, Dollay Wala Rd, Adda Dollay Wala, Kasur, Punjab, Pakistan",,"10","Supermarket","3.8",,"6","3FV2+HWC, Dollay Wala Rd"
"Ch.muhammad Ahmad Burj Advocate Bamboo farm","31.0414821","74.5165072",,,,,,"2GR8+HJR, Kasur, Punjab, Pakistan",,"11","Supermarket","5",,"1","2GR8+HJR"
"Khalid رحمانى","31.0485114","74.3006695",,,,,,"28X2+C73, Sahad, Kasur, Punjab, Pakistan",,"13","Supermarket","5",,"1","28X2+C73"
"Chishti qadri bakery & general Store","31.128341","74.4984142",,,,,,"4FHX+89M, Khem Karan Rd, Kasur, Punjab, Pakistan",,"16","Grocery store","5",,"3","4FHX+89M, Khem Karan Rd"
"NBP Ehsaas Kiryana Riayat - Abdullah General Store","31.051753","74.4431664",,,,,,"3C2V+P73, Dollay Wala - Hussain Khan Wala Rd, Chuhrpura, Kasur, Punjab, Pakistan",,"17","Grocery store","5",,"2","3C2V+P73, Dollay Wala - Hussain Khan Wala Rd"
"Tariq General store","31.1104013","74.4543669",,,,,,"4F63+5P9, Kot Molvi Abdul Qadar Kot Molvi Abdul Qadir, Kasur, Punjab, Pakistan",,"18","Grocery store","5",,"2","4F63+5P9"
"Haji Muhammad Yaqoob Market","31.1285096","74.4433065",,,,,,"4CHV+C83, Shah Inyat Colony Road, Azhar Colony Kasur, Punjab, Pakistan",,"19","Supermarket","4",,"5","4CHV+C83, Shah Inyat Colony Road"
"RANG ELAHI SUPER STORE","31.1675002","74.4937346",,,,,,"5F9V+2F5 Mori Gate, Kasur, city, Punjab, Pakistan",,"20","Grocery store","4",,"2","5F9V+2F5 Mori Gate"
"Zulfiqar sabzi wala","30.7568596","74.1195449",,,,,,"Q449+PRV, Kanganpur, Kasur, Punjab, Pakistan",,"7","Grocery store",,,"0","Q449+PRV"
"Jalandhar Bakers & Mart Zone","30.9764297","73.9714887",,,,,,"XXGC+HHH, Chunian, Kasur, Punjab, Pakistan",,"9","Supermarket","4.3",,"122","XXGC+HHH"
"Joya Market","30.9855155","73.9362261",,,,,,"Village Kot Gamma, Pattoki - Chunian Rd, Kot Gaamu, Kasur, Punjab, Pakistan",,"11","Supermarket","5",,"2","Village Kot Gamma, Pattoki - Chunian Rd"
"Hassan Patwari Dogar Market.Sheran Wala Dera","30.9325964","74.1869894",,,,,,"Bhair Sohdian Tehsil Chunian District Kasur, KASUR, K034, 55020, Pakistan",,"12","Supermarket","5","55020","9","Bhair Sohdian Tehsil Chunian District Kasur"
"گہلن کمرشل پوائنٹ","30.8683887","74.037716",,,,,,"Depal Pur Rd, Gehlan, Kasur, Punjab, Pakistan",,"16","Supermarket","4.5",,"10","Depal Pur Rd"
"Al-Photo State","30.7643651","74.1226181",,,,,,"Q47F+P2X, Kanganpur, Kasur, Punjab, Pakistan",,"17","Supermarket","4.1",,"15","Q47F+P2X"
"Abu Bakkar Departmentl Store","31.605356","73.873424",,,,,,"JV4F+49V, Nawan Kot, Sheikhupura, Punjab, Pakistan",,"2","Grocery store","4.2",,"6","JV4F+49V"
"Adnan Super Store","31.7041557","74.0015268",,,,,,"Rehmanpura, Sheikhupura, Punjab, Pakistan",,"3","Grocery store","3.8",,"11",
"Super store","31.7166854","73.9850854",,,,,,"Khanpur Nawab colony, street no 2, Sheikhupura, Punjab, Pakistan",,"4","Grocery store","5",,"3","Khanpur Nawab colony, street no 2"
"kamboh General Store","31.6988107","73.9655238",,,,,,"Sheikhupura, Punjab, Pakistan",,"5","Grocery store","4.5",,"15",
"RANA IMRAN","31.6983615","73.9664761",,,,,,"MXX8+8HX, Ghang Road, ST NO 7, Sheikhupura, Punjab, Pakistan",,"6","Grocery store","3.3",,"6","MXX8+8HX, Ghang Road"
"Sheikh Hassan Tardar","31.7088131","74.0026765",,,,,,"P253+G3F, Sultanpura, Sheikhupura, Punjab, Pakistan",,"7","Supermarket","3.4",,"8","P253+G3F"
"Faraz Super Store & Fast Food","31.675239","73.9701633",,,,,,"near Park, Shaheen Villas, Main road, Sheikhupura, Punjab, Pakistan",,"8","Grocery store","5",,"1","near Park, Shaheen Villas, Main road"
"Pakistan super store","31.6067593","73.8747231",,,,,,"JV4F+PV5, Nawan Kot, Sheikhupura, Punjab, Pakistan",,"9","Grocery store","4",,"1","JV4F+PV5"
"Hadi Super Store","31.7712548","74.1110749",,,,,,"Q4C6+GC4, Sheikhupura, Punjab, Pakistan",,"10","Grocery store",,,"0","Q4C6+GC4"
"Rana Dairy Shop","31.6942651","74.0033711",,,,,,"M2V3+P85, Surkpur road, near Rana Shafqat town, Sheikhupura, Punjab, Pakistan",,"11","Supermarket",,,"0","M2V3+P85, Surkpur road, near Rana Shafqat town"
"Butt super store","31.6405827","74.2169426",,,,,,"city, R block Lahore, moterway, Kot Abdul Malik, 39250, Pakistan",,"12","Grocery store","4.6","39250","7","city, R block Lahore"
"Tasty Bite","31.7073515","74.0214201",,,,,,"P24C+WHV, Housing Colony Sheikhupura, Punjab, Pakistan",,"13","Grocery store","5",,"2","P24C+WHV"
"Hamza store","31.6402983","74.19133",,,,,,"Lahore, Sargodha Road, Javed Nager, Sheikhupura, Punjab, Pakistan",,"14","Supermarket","5",,"3","Lahore, Sargodha Road"
"Barkat Market","31.7166855","73.9850854",,,,,,"9 km Sheikhupura Road, Sheikhupura, Punjab, Pakistan",,"15","Grocery store","5",,"1","9 km Sheikhupura Road"
"Super Store","31.5982082","74.2301114",,,,,,"H6XJ+72Q, Unnamed Road, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan",,"16","Grocery store","4.3",,"85","H6XJ+72Q, Unnamed Road"
"Sajid Ali Bhatti Market","31.5532514","74.1753512",,,,,,"H53G+845, Lahore-Jaranwala Rd, Sangra, Sheikhupura, Punjab, Pakistan",,"17","Supermarket","3.8",,"5","H53G+845, Lahore-Jaranwala Rd"
"Al Shareef Smart Shop","31.7045812","73.9652209",,,,,,"PX38+R3Q, Sheikhupura, Punjab, Pakistan",,"18","Grocery store","4.3",,"7","PX38+R3Q"
"Al Barkat Super Store","31.7200066","73.9990437",,,,,,"PXCX+2J3, Gujranwala Link Rd, Sheikhupura, Punjab, Pakistan",,"19","Grocery store","4.4",,"5","PXCX+2J3, Gujranwala Link Rd"
"Sultanpura sheikhupura","31.7065225","74.0027241",,,,,,"P243+P2G, Sultanpura, Sheikhupura, Punjab, Pakistan",,"20","Grocery store","5",,"2","P243+P2G"
"Hafiz Karyana Store","31.5971882","73.8190171",,,,,,"HRW9+VJC, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"9","Supermarket","4.4",,"20","HRW9+VJC"
"AYMAN SUPER STORE","31.5955987","73.698215",,,,,,"HMWX+67P, Street masjid kousar wali, Manawala, 39170, Pakistan",,"15","Supermarket","5","39170","1","HMWX+67P, Street masjid kousar wali"
"Rahat Karyana Store","31.6056908","73.873052","52","7","5","8","6","Nawankot، Lahore, Pakistan",,"23","Grocery store","4.2",,"78","Nawankot"
"Taaj super store","31.5833027","73.7526024",,,,,,"HQM3+82H, Taali Chak, Sheikhupura, Punjab, Pakistan",,"17","Supermarket","5",,"1","HQM3+82H"
"Ayyan general store","31.4487176","73.7948516",,,,,,"CQXV+FWQ, Nabi Pur, Daik, Nankana Sahib, Punjab, Pakistan",,"18","Grocery store",,,"0","CQXV+FWQ"
"Fauji Manzoor Super Store فوجی منظورسپرسٹور","31.6022364","73.8751481","7","0","0","0","0","Dera Gulab Sing, Nawan Kot, Sheikhupura, Punjab, Pakistan",,"24","Supermarket","5",,"7","Dera Gulab Sing"
"Mushtaq Market","31.5838115","73.7564146",,,,,,"HQM4+GHF, Mushtaq Market, Faisalabad-Sheikhupura Rd, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"19","Grocery store","5",,"4","HQM4+GHF, Mushtaq Market, Faisalabad-Sheikhupura Rd"
"Babar cash & carry 🛒","31.1688656","74.1017247","1","0","0","0","0","Main bazar Canal bank, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"22","Supermarket","5","55180","1","Main bazar Canal bank"
"Mazhar Karyana & Bottle Store & Ihsas Rashan Store","31.1731312","74.1041994","1","0","0","0","0","54F3+7M4, near Subhan Traders, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"23","Grocery store","5",,"1","54F3+7M4, near Subhan Traders"
"H.Naveed Traders","31.1694574","74.1051702","2","0","0","0","0","Street no 1 house 14 mohla ansaria, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"26","Organic food store","5","55180","2","Street no 1 house 14 mohla ansaria"
"bepure","31.1709858","74.1063693","0","0","1","0","0","street no 1 house no 12 mohala ansaria, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"27","Organic food store","1","55180","1","street no 1 house no 12 mohala ansaria"
"Maqsood General Store and Video games senter","31.1749603","74.1041294","2","0","0","0","0","31°10'29.7""N 74°06'14.9""E Unnamed Road, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"28","Grocery store","5","55180","2","31°10'29.7""N 74°06'14.9""E Unnamed Road"
"Utility Store Corporation","31.1715971","74.1048747","2","1","0","0","1","54C3+JWQ, Haider Colony, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"29","Grocery store","4",,"4","54C3+JWQ"
"malikburhan superstore","31.1710709","74.1063458",,,,,,"Gali No 2 TcColony, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"30","Supermarket",,,"0","Gali No 2 TcColony"
"STAR SPORTS","31.1697198","74.0993952","15","4","1","1","1","539X+VQJ, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"31","Supermarket","4.4",,"22","539X+VQJ"
"Sub Rang Achar","31.1678902","74.1002176","2","0","0","0","0","5492+534, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"32","Grocery store","5",,"2","5492+534"
"Al Raziq Traders","31.1628742","74.0954366","1","0","0","0","0","Gandhian Rd, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"35","Grocery store","5","55180","1","Gandhian Rd"
"4ever Sweets","31.1735228","74.100464","5","1","0","0","0","Kot Radha Kishan, Kasur, Punjab, Pakistan",,"36","Grocery store","4.8",,"6",
"Babar General Store","31.1769456","74.1010923","19","2","2","6","2","54G2+QCG, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"37","Supermarket","4.1",,"31","54G2+QCG"
"Family Super Store","31.1732595","74.0991187","8","1","0","2","1","53FX+8J5, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"38","Grocery store","4.3",,"12","53FX+8J5"
"In drive","31.1709309","74.1067555","9","3","0","2","0","Pattoki - Raiwind Rd, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"39","Grocery store","4.5",,"14","Pattoki - Raiwind Rd"
"Fauji Iron Store & Bending Press","31.1605554","74.0970606","5","0","0","0","0","536W+6RF, Fauji brother iron store kot Radha kishan jila, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"40","Supermarket","5",,"5","536W+6RF, Fauji brother iron store kot Radha kishan jila"
"Rizwan kryana store","31.1668362","74.1078881",,,,,,"5485+P5J, Mohalla Kot Maniyaan, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"41","Grocery store",,,"0","5485+P5J"
"Shafqat Mart","31.2026988","74.1503259","3","0","0","1","0","6532+34G, Pattoki - Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"42","Grocery store","4.5",,"4","6532+34G, Pattoki - Raiwind Rd"
"Al rahmani gernal store","31.1759866","74.102819","8","0","0","1","1","54G3+94W, Unnamed Road, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"43","Grocery store","4.5",,"10","54G3+94W, Unnamed Road"
"Hafiz general store( Hafiz Brothers)","31.1639356","74.0981363","7","5","0","2","2","Maan Singh Rd, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan",,"44","Grocery store","4.1","55180","16","Maan Singh Rd"
"حکیم شکیل پنسار سٹور","31.1688446","74.1080424",,,,,,"5495+G6M, Unnamed Road کوٹ رادھا کشن Tragضلع, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"45","Grocery store",,,"0","5495+G6M, Unnamed Road کوٹ رادھا کشن Tragضلع"
"General Store","31.1765897","74.1173485","2","0","0","1","0","54G8+JWQ, Unnamed Road, Azeemabad, Azamabad, Kasur, Punjab, Pakistan",,"46","Grocery store","4.3",,"3","54G8+JWQ, Unnamed Road"
"Al-Hafiz General Store","31.1645953","74.1091697","4","3","2","0","1","5475+RMM, Mir Sahib Rd, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"47","Grocery store","3.6",,"10","5475+RMM, Mir Sahib Rd"
"Baoo chai wala","31.1736636","74.0951845","1","0","0","0","0","53FW+M9X, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"48","Grocery store","5",,"1","53FW+M9X"
"GOGA BOSS GENERAL STORE","31.178758","74.152271","0","0","0","1","0","55H2+GW2, Clarkabad, Kasur, Punjab, Pakistan",,"49","Grocery store","3",,"1","55H2+GW2"
"Al Rahman Grocery store","31.1743256","74.0843911","2","1","0","0","0","53FM+8JM, Chak 54, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"50","Grocery store","4.7",,"3","53FM+8JM"
"khan market lunda bazzar pak Bazar kot Radha Kition","31.1721567","74.100895","5","0","0","0","0","54C2+V96, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"51","Grocery store","5",,"5","54C2+V96"
"Subhan Traders","31.173341","74.1042527",,,,,,"Kot Radha Kishan, Kasur, Punjab, Pakistan",,"52","Grocery store",,,"0",
"Mehar Shop","31.1709858","74.1063693","2","0","0","0","0","54C4+9GX, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"53","Shop supermarket furniture store","5",,"2","54C4+9GX"
"Madina super store","31.1736688","74.1027222",,,,,,"54F2+CX7, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"54","Bakery",,,"0","54F2+CX7"
"Lahore Cold Store","31.6187229","74.4304573",,,,,,"JC9J+F5P, Bhaini Road, Lahore, Punjab, Pakistan",,"1","Grocery store","4.8",,"9","JC9J+F5P, Bhaini Road"
"Ali sky networak","31.6468947","74.4752431",,,,,,"JFWG+Q35, Jandiyala Awan Jhandiala, Lahore, Punjab, Pakistan",,"2","Grocery store","5",,"2","JFWG+Q35"
"Sami-ullah Shop","31.6293286","74.499224",,,,,,"JFHX+PMQ, Wahgrian Lahore, Punjab, Pakistan",,"4","Grocery store","4.5",,"2","JFHX+PMQ"
"Ghosia Mart","31.5961057","74.4387471",,,,,,"Main Commercial, Al Raheem Gardens, Near Quaid e Azam Interchange, Manāwān Dera Gujran, Lahore, Punjab 54000, Pakistan",,"5","Supermarket","4.4","54000","20","Main Commercial, Al Raheem Gardens, Near Quaid e Azam Interchange"
"AL ASAD STORE","31.5967477","74.4683478",,,,,,"HFW9+M8X, Manāwān Bata Pur, Lahore, Punjab, Pakistan",,"7","Grocery store","4.7",,"22","HFW9+M8X"
"Insaari grocery store (Afzal in sari)","31.6806165","74.5028058",,,,,,"MGJ3+F7X, Eechogil Uttar, Lahore, Punjab, Pakistan",,"8","Grocery store","5",,"1","MGJ3+F7X"
"Sharif pura jatta hawaliya","31.6061335","74.4148512",,,,,,"JC47+FW5, Shareef Pura Rd, Shareef Pura Sharif Pura, Lahore, Punjab, Pakistan",,"9","Grocery store","4.7",,"9","JC47+FW5, Shareef Pura Rd"
"Punjab Cash & Carry","31.594484","74.4746015",,,,,,"Grand Trunk Rd, Qazi Town, Lahore, Punjab 54000, Pakistan",,"10","Grocery store","4.8","54000","31","Grand Trunk Rd"
"Malik store","31.6394673","74.4437696",,,,,,"JCQV+QGJ, Maral Marri Marl Mari, Lahore, Punjab, Pakistan",,"11","Grocery store",,,"0","JCQV+QGJ"
"Al-Saad Super Mart","31.5931891","74.4691908",,,,,,"GT Rd, Bata Pur, Lahore, Punjab, Pakistan",,"12","Grocery store","4.7",,"10","GT Rd"
"Naeem And Son's","31.5980502","74.4633356",,,,,,"HFX7+68G, Rehmatpura Nai Abadi, Lahore, Punjab, Pakistan",,"13","Grocery store","5",,"5","HFX7+68G"
"Mian Super Store","31.6400585","74.4476602",,,,,,"Marl Mari, Lahore, 53480, Pakistan",,"14","Grocery store",,"53480","0","Marl Mari"
"Shehbaz General Store","31.6037974","74.4096031",,,,,,"JC35+GR9, Unnamed Road, Mominpur, Lahore, Punjab, Pakistan",,"15","Grocery store","4.1",,"11","JC35+GR9, Unnamed Road"
"Lala Majid Grocery Store","31.6261461","74.2348263",,,,,,"J6GM+FW4, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"3","Grocery store","5",,"1","J6GM+FW4"
"Rizvi Store","31.6449437","74.2042684",,,,,,"J6V3+XPC, Iqbal Town Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"4","Grocery store","5",,"1","J6V3+XPC"
"Saith kiryana and genral store","31.6191301","74.2276075",,,,,,"Scehm no 3 kot abdulmalik, Kot Abdul Malik, Lahore, Pakistan",,"5","Grocery store","3.7",,"3","Scehm no 3 kot abdulmalik"
"Afzaal General store","31.5831677","74.4176775",,,,,,"HCM9+737, Salamatpura Lahore, Punjab, Pakistan",,"16","Supermarket","4.8",,"5","HCM9+737"
"Kamboh ((Atta Chaki))","31.6390575","74.1886767",,,,,,"J5QQ+JFF, Fazal Town Rd, Javed Nager, Sheikhupura, Punjab, Pakistan",,"6","Grocery store","5",,"1","J5QQ+JFF, Fazal Town Rd"
"Dubai Park Road","31.592956","74.4260088",,,,,,"HCVG+5CJ, Dubai Park Road, Wahga Town, Lahore, Punjab, Pakistan",,"17","Supermarket","4",,"22","HCVG+5CJ, Dubai Park Road"
"Hafiz K/s","31.6183796","74.229092",,,,,,"J69H+9J4, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"7","Grocery store","4.7",,"7","J69H+9J4"
"Cash and carry","31.6408934","74.2174526",,,,,,"J6R8+9X4, Lahore Motorway City R, Block Commercial Area, Pakistan",,"8","Grocery store","4",,"2","J6R8+9X4, Lahore Motorway City R"
"Sh.Atif Store","31.5912091","74.451945",,,,,,"Shop 69-70 Al Karim Garden Phase 1 Sooter Mill Stop, GT Rd, Tamhara Kot Pind, Lahore, Punjab, Pakistan",,"18","Supermarket","5",,"4","Shop 69-70 Al Karim Garden Phase 1 Sooter Mill Stop, GT Rd"
"Roshan Steel Traders","31.6331875","74.2114375",,,,,,"Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan",,"9","Grocery store","4.3",,"23",
"Ali Haider Goat Farme","31.6581464","74.1627885",,,,,,"M557+743, Mandiali, Sheikhupura, Punjab, Pakistan",,"10","Supermarket","5",,"1","M557+743"
"Shan Super Store","31.5952244","74.4242493",,,,,,"HCWF+3MQ, Hajveri Park, mominpura Daroghawala, Lahore, Punjab, Pakistan",,"19","Grocery store","5",,"1","HCWF+3MQ, Hajveri Park"
"Makkah store","31.6375082","74.2291357",,,,,,"J6QH+2M2, Jamal Park, Lahore, Sheikhupura, Punjab, Pakistan",,"12","Grocery store","3.5",,"2","J6QH+2M2"
"Star Mart","31.596469","74.234534",,,,,,"H6WM+HRM, Main Rd, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan",,"13","Supermarket","4.1",,"31","H6WM+HRM, Main Rd"
"Harmain Super store","31.5957684","74.2325994",,,,,,"Al-Rehman Garden Ln, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan",,"14","Grocery store","4.5",,"49","Al-Rehman Garden Ln"
"Miraj Din traders and super store","31.6363161","74.2129594",,,,,,"J6P7+G54, D block Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan",,"15","Supermarket","4.4",,"13","J6P7+G54"
"The Pantry Mart","31.5910169","74.4381936",,,,,,"Al Raheem Garden, Phase-5 Dera Gujran, Lahore, Punjab 54000, Pakistan",,"20","Supermarket","5","54000","1","Al Raheem Garden"
"Bismillah General store Bhatti Chowk","31.6229318","74.2474317",,,,,,"Jamia masjid, Madni Road, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"16","Grocery store","5",,"3","Jamia masjid, Madni Road"
"Hardware and sanitary store","31.6544091","74.1566356",,,,,,"M534+QM6, Lahore - Sargodha Rd, Sheikhupura, Punjab, Pakistan",,"17","Grocery store","5",,"2","M534+QM6, Lahore - Sargodha Rd"
"Milad super store","31.6218047","74.2343787",,,,,,"J6CM+PQC, 40 Foota Rd, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan",,"18","Grocery store",,,"0","J6CM+PQC, 40 Foota Rd"
"Haji muhammad afzal grocery store","31.6303417","74.206305",,,,,,"J6J4+287, Thatha Khud Yar, Lahore, Sheikhupura, Punjab, Pakistan",,"19","Grocery store","5",,"4","J6J4+287"
"Grocery Shop","31.6816948","74.2291354",,,,,,"M6JJ+P32, Kalar, Sheikhupura, Punjab, Pakistan",,"20","Grocery store","5",,"2","M6JJ+P32"
"Dera Ch Zohaib Maan","31.5645725","73.7657989",,,,,,"Walgan Sohail, Sheikhupura, Punjab, Pakistan",,"2","Supermarket",,,"0",
"Riaz Karyana Store","31.5839367","73.7406281",,,,,,"HPMR+H7C, Faisalabad Rd, Kachi Kothi, Sheikhupura, Punjab 39350, Pakistan",,"6","Grocery store","4.4","39350","12","HPMR+H7C, Faisalabad Rd"
"Amjad king","31.474774","73.6398343",,,,,,"FJFQ+WW4, Unnamed Road, Parray Wali, Nankana Sahib, Punjab, Pakistan",,"8","Grocery store","4.5",,"2","FJFQ+WW4, Unnamed Road"
"MIAN G","31.5818647","73.688919",,,,,,"HMJQ+PHV, Nankana Rd, Mananwala, Sheikhupura, Punjab, Pakistan",,"10","Grocery store","5",,"1","HMJQ+PHV, Nankana Rd"
"Haidar Super store","31.5951063","73.6996316",,,,,,"HMWX+2V, Faisal Town Mananwala, Sheikhupura, Punjab, Pakistan",,"12","Grocery store","5",,"1","HMWX+2V"
"Usman karina store","31.5949651","73.6998865",,,,,,"HMVX+XXJ, Sheller Rd, Mananwala, Sheikhupura, Punjab, Pakistan",,"14","Grocery store","5",,"7","HMVX+XXJ, Sheller Rd"
"AL NOOR SUPER MARKET","31.587594","73.6723158",,,,,,"MAIN BULIWARD PARIS CITY, BYPASS Lahore - Sheikhupura - Faisalabad Rd, Sheikhupura, Pakistan",,"15","Supermarket",,,"0","MAIN BULIWARD PARIS CITY, BYPASS Lahore - Sheikhupura - Faisalabad Rd"
"Awan Market","31.5880422","73.6899159",,,,,,"HMQR+6PM, Madina Colony, Mananwala, Sheikhupura, Punjab, Pakistan",,"16","Grocery store","3.8",,"4","HMQR+6PM"
"Jameel Janerl Store","31.6679474","74.5216594",,,,,,"MG9C+5MF, Dhilwan, Lahore, Punjab, Pakistan",,"26","Supermarket",,,"0","MG9C+5MF"
"Mehar ali Pan Shop (branch 2)","31.6371583","74.4318709","1","0","0","0","0","Marl Mari, Lahore, Punjab, Pakistan",,"27","Supermarket","5",,"1",
"MADINA GENRAL STORE","31.5851623","73.6867098",,,,,,"Mananwala chowk Sadiqe Akbar, near girls govt college, Mananwala, Sheikhupura, Punjab 39170, Pakistan",,"18","Grocery store","4.1","39170","52","Mananwala chowk Sadiqe Akbar, near girls govt college"
"Arain market","30.8864956","73.8962739",,,,,,"VVPW+HGR, Gidpur Kasur, Kasur, Punjab, Pakistan",,"1","Grocery store","5",,"2","VVPW+HGR"
"Malik Allah ditta shop","30.8890654","73.8962994",,,,,,"VVQW+JGF, Gidpur Kasur, Kasur, Punjab, Pakistan",,"5","Grocery store","5",,"1","VVQW+JGF"
"Shahid Karyana Store","31.0291143","73.848937",,,,,,"2RHX+JHV, Badar Colony Pattoki, Kasur, Punjab, Pakistan",,"9","Grocery store","4.3",,"7","2RHX+JHV"
"Madinah Karyanah Store","31.5369115","73.6885158",,,,,,"Chandar Nagar, Chak No. 2 Baga Chak Road, Chander Kot, Sheikhupura, Punjab, Pakistan",,"21","Grocery store",,,"0","Chandar Nagar, Chak No. 2 Baga Chak Road"
"Masha Allah nursary farm Jamsher 24","31.0116568","73.7802565",,,,,,"2Q6J+M46, Jamsher Chak 24, Kasur, Punjab, Pakistan",,"11","Grocery store","5",,"1","2Q6J+M46"
"Bhatti Karyana Store Changa managa road gilanwala","31.013055","73.9666333",,,,,,"2X78+6MC, Changa Manga Chunian Road, Mian Wala Ghat, Kasur, Punjab, Pakistan",,"12","Grocery store","4.3",,"4","2X78+6MC, Changa Manga Chunian Road"
"PHED chunian","30.9564034","73.9746416",,,,,,"XX4F+HV6, Chunian Hujra Shah Muqim Rd, Chunian, Kasur, Punjab, Pakistan",,"14","Grocery store","5",,"2","XX4F+HV6, Chunian Hujra Shah Muqim Rd"
"Yousaf Keryana Merchant","31.0165629","73.8439209",,,,,,"2R8V+JHF, Mahgha Rd, Bilal Colony, Pattoki, Kasur, Punjab, Pakistan",,"15","Grocery store","5",,"4","2R8V+JHF, Mahgha Rd"
"Goshi Superstore","31.0159093","73.851997",,,,,,"2V82+9Q9, Street No. 4, Old Mandi Pattoki, Kasur, Punjab, Pakistan",,"17","Supermarket",,,"0","2V82+9Q9, Street No. 4"
"Rana waqar karyana store","31.0333395","73.9777405",,,,,,"Wir Singhwala, Kasur, Punjab 55220, Pakistan",,"18","Supermarket","5","55220","5",
"Ahmad general store","31.0026615","73.8986302",,,,,,"2V3X+3F6, Rosa Tibba, Kasur, Punjab, Pakistan",,"20","Grocery store",,,"0","2V3X+3F6"
"jokh road chunian","30.96805","73.9666043",,,,,,"XX98+6JH, jokh Road, Chunian, Kasur, Punjab, Pakistan",,"3","Supermarket","4",,"4","XX98+6JH, jokh Road"
"Alkarm City Chunian (Kashif Gulraiz)","30.9476214","73.9655872",,,,,,"WXX8+26W, Chunian, Kasur, Punjab, Pakistan",,"4","Grocery store","4",,"9","WXX8+26W"
"PM SUPER STORE","31.621849","74.239821","16","5","1","3","1","J6CQ+PWP, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan",,"21","Grocery store","4.3",,"26","J6CQ+PWP"
