"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","location/lat","location/lng","totalScore","street","price","address","postalCode","title","reviewsCount"
,,,,,"School","31.5369688","73.6885556",,"Chak Nahra Road, near Bilal masjad bhaga",,"Chak Nahra Road, near Bilal masjad bhaga, Chander Nagar Nankana Sahib, Punjab 39100, Pakistan","39100","Sir Syed National Elementary School Chandar Nagar","0"
,,,,,"School","31.5437516","73.755835",,"GQV4+G84",,"GQV4+G84, Walgan Sohail, Nankana Sahib, Punjab, Pakistan",,"Government Girls Primary School","0"
"0","0","1","0","0","School","31.3046162","73.7601849","1","Village Kot Noshair Padhiar",,"Village Kot Noshair Padhiar, Morah, Nankana Sahib, Punjab, Pakistan",,"Govt.Primary School,Kot Noshair.","1"
,,,,,"Elementary school","31.5252446","73.6768182",,"GMGG+3PW",,"GMGG+3PW, Bage Ka Chak, Nankana Sahib, Punjab, Pakistan",,"Govt.Girls School","0"
"0","0","1","0","0","School","31.2855214","73.8037883","1","7RP3+6G3",,"7RP3+6G3, Qila Pakka, Nankana Sahib, Punjab, Pakistan",,"Government Girls School","1"
,,,,,"School","31.5123221","73.6816695",,"GM6J+WMF",,"GM6J+WMF, Nankana Sahib, Punjab, Pakistan",,"Goverment Primery School Wara Indhian","0"
,,,,,"School","31.3219264","73.7961388",,"8QCW+QFC, Lahore-Jaranwala Rd",,"8QCW+QFC, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","Daffodils Girls School","0"
,,,,,"School","31.5775104","73.6838535","5","HMHM+2G5",,"HMHM+2G5, Manānwāla Lahore, Lahore District, Punjab, Pakistan",,"AAPS School","1"
,,,,,"School","31.4929544","73.6803862","5","FMVJ+55J",,"FMVJ+55J, Nankana Sahib, Punjab, Pakistan",,"Government High School Rana Umer Road","1"
,,,,,"School","31.5130657","73.7018521",,"Unnamed Road",,"Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"Goverment Girl's Elemantery School Bhagu Wali","0"
,,,,,"School","31.5322597","73.6581625","5","GMJ5+W73",,"GMJ5+W73, Kot Dayal Das, Sheikhupura, Punjab, Pakistan",,"Government Primary School Itanwal","3"
,,,,,"Middle school","31.5860404","73.6860113","5","HMPP+CC6",,"HMPP+CC6, Mananwala, Sheikhupura, Punjab, Pakistan",,"UK School System","1"
,,,,,"High school","31.5388293","73.6863457",,"GMQP+GGQ",,"GMQP+GGQ, Chandar Kot, Nankana Sahib, Punjab, Pakistan",,"Government Girls Higher Secondary School, Chander Nager","0"
,,,,,"School","31.5858778","73.691107","5","HMPR+9C5, Karkun Rd",,"HMPR+9C5, Karkun Rd, Mananwala, Sheikhupura, Punjab, Pakistan",,"The Spirit School","1"
,,,,,"School","31.5170052","73.6774695",,"GM8G+RX5, Unnamed Road",,"GM8G+RX5, Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"Goverment Primary School Wara Gabian","0"
,,,,,"Primary school","31.6011366","73.6650751","5","JM27+CX",,"JM27+CX, Iqbal Nagar, Sheikhupura, Punjab, Pakistan",,"Govt. Primary School, Mughalpura.","2"
"1","0","0","0","0","Primary school","31.3445666","73.7782852","5","8QVH+R8F",,"8QVH+R8F, Nankana Sahib, Punjab, Pakistan",,"Govt primary school for boys Naranwala","1"
"1","1","0","0","0","School","31.3628808","73.7139668","4.5","9P88+62",,"9P88+62, Khairpur Bhattian, Nankana Sahib, Punjab, Pakistan",,"Govt. Primary School, Khairpur Bhattian","2"
,,,,,"School center","31.3488038","73.7418121",,"8PXR+GPF",,"8PXR+GPF, Pindi Piran, Nankana Sahib, Punjab, Pakistan",,"Educator School Pindi piran","0"
"7","0","0","0","1","School","31.33677","73.7775906","4.6","8QPH+P24",,"8QPH+P24, Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"گورنمنٹ پرائمری سکول شاہ حبیب","8"
"1","0","1","0","0","School","31.329111","73.6695743","3","8MH9+JRW, Cah, bura kuh",,"8MH9+JRW, Cah, bura kuh, Bucheki, Nankana Sahib, Punjab, Pakistan",,"Cah bura kuh school","2"
,,,,,"Government school","31.3488652","73.7413189",,"8PXR+GGW",,"8PXR+GGW, Pindi Piran, Nankana Sahib, Punjab, Pakistan",,"Govt.Primary School For Boys","0"
,,,,,"School","31.3308299","73.7114651",,"8PJ6+8HP",,"8PJ6+8HP, Nankana Sahib, Punjab, Pakistan",,"Msjidمسجد","0"
,,,,,"Government school","31.3485387","73.7421697",,"8PXR+CV7",,"8PXR+CV7, Pindi Piran, Nankana Sahib, Punjab, Pakistan",,"Govt.Primary and Secondary School for girls Pindi piran","0"
,,,,,"School","31.3574311","73.6897959",,"9M4Q+XWF",,"9M4Q+XWF, Nankana Sahib, Punjab, Pakistan",,"Government Girls High School, Barkhurdar","0"
"1","1","0","0","0",,"31.3568345","73.6895218","4.5","Barkhurdar Water Tanki",,"Barkhurdar Water Tanki, Barkhurdar, Nankana Sahib, Punjab, Pakistan",,"Barkhurdar water tenki near school","2"
,,,,,"School","31.3449321","73.6694185",,"8MV9+XQF, Nankana Rd",,"8MV9+XQF, Nankana Rd, Bucheki, Nankana Sahib, Punjab 39130, Pakistan","39130","New Karwan Public Welfare School","0"
,,,,,"Primary school","31.3827648","73.7552077",,"9QM4+434",,"9QM4+434، کوٹلی،, Nankana Sahib, Punjab, Pakistan",,"Govt. Girls Primary School, Kotli Laal Bhattian","0"
"0","0","1","0","0","School","31.334097","73.7270074","1","8PMG+JR",,"8PMG+JR, Kot Namdar, Nankana Sahib, Punjab, Pakistan",,"Government School Kot Namdar","1"
,,,,,"School","31.3310146","73.7113044",,"8PJ6+CG3",,"8PJ6+CG3, Nankana Sahib, Punjab, Pakistan",,"Banday ki jageer","0"
"0","0","0","1","0","High school","31.3569616","73.6882941","3","9M4Q+Q8M",,"9M4Q+Q8M, Barkhurdar, Nankana Sahib, Punjab, Pakistan",,"Government Boys high School, Barkhurdar","1"
,,,,,"Public educational institution","31.2701745","73.7537533",,"7QC3+3G6 Dhari Bhattian",,"7QC3+3G6 Dhari Bhattian, More Khunda, Nankana Sahib, Punjab 39100, Pakistan","39100","گورنمنٹ پرائمری سکول ڈھاری بھٹیاں","0"
,,,,,"School","31.3115296","73.7981394",,"8Q6X+J76, Bai Pheru - Halla Rd",,"8Q6X+J76, Bai Pheru - Halla Rd, Mohalla Shaista Nagar More Khunda, Nankana Sahib, Punjab, Pakistan",,"AL-TAHIR EDUCATORS MORE KHUNDA (Reg.)","0"
,,,,,"School","31.3238617","73.8490718",,"8RFX+HJ",,"8RFX+HJ, Khu Araian, Nankana Sahib, Punjab, Pakistan",,"Govt.Primary School Nizam ul Din Fazal Abad","0"
,,,,,"School","31.3240007","73.7977732",,"8QFX+J42, Mohallah khaki shah",,"8QFX+J42, Mohallah khaki shah, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","Amercan Layceum internatiol school More khunda campus","0"
,,,,,"High school","31.3219922","73.8000017",,"8RC2+P2F",,"8RC2+P2F, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","City school system & computer college, more khunda district Nankana sahib","0"
,,,,,"School","31.3240007","73.7977732",,"8QFX+J42, SohrabKhurd",,"8QFX+J42, SohrabKhurd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"GPS SohrabKhurd","0"
,,,,,"School","31.2956291","73.8205608",,"7RWC+763",,"7RWC+763, Haraya, Nankana Sahib, Punjab, Pakistan",,"Saeed sukhera","0"
"2","0","0","0","0","Technical school","31.3239434","73.797811","5","8QFX+H4F",,"8QFX+H4F, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","Zeeshan Zakki","2"
,,,,,"School","31.3144619","73.7948948",,"8Q7V+QXJ",,"8Q7V+QXJ, Mohalla Shaista Nagar Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"nazeer house","0"
,,,,,"School","31.3240007","73.7977732",,"malik liaqat wali gali",,"malik liaqat wali gali, More Khunda, Nankana Sahib, Punjab 35120, Pakistan","35120","Malik Haji Liaqat And Sons","0"
,,,,,"School","31.314579","73.7828738",,"8Q7M+R4Q More, Khunda Bypass",,"8Q7M+R4Q More, Khunda Bypass, Surab Khurd, Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"Rana Javed Karyana Store","0"
"0","0","1","0","0","Driving school","31.3200645","73.7860737","1","Service Rd W",,"Service Rd W, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","Sher e Rabani Driving Training Centre & Rent a Car","1"
"0","0","1","0","0","Education center","31.3174781","73.7947671","1","Zubair gill wali gali misali cadet school, head Baloki, road",,"Zubair gill wali gali misali cadet school, head Baloki, road, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Bright Computer Institute More Khunda","1"
,,,,,"School","31.299286","73.803851",,"7RX3+PG9, More Khunda Bypass",,"7RX3+PG9, More Khunda Bypass, Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"Star Farm Training Institute","0"
,,,,,"School","31.4469276","73.9545516","5","CXW3+QRF",,"CXW3+QRF, Nazir Pkka, Nankana Sahib, Punjab, Pakistan",,"Govt Primery School Nazir Pkka","2"
,,,,,"School","31.4851416","73.9340686","4.3","FWPM+3J4",,"FWPM+3J4, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School, Mundi Kalan","3"
,,,,,"Primary school","31.4555241","73.9279478","4","FW4H+654",,"FW4H+654, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School, Peer Kot","4"
,,,,,"Elementary school","31.4684375","73.9463125","5","FW9W+9GF, Nazar paka Road",,"FW9W+9GF, Nazar paka Road, Kujji, Nankana Sahib, Punjab, Pakistan",,"Kot Deena کوٹ دینا","2"
,,,,,"School","31.4909738","73.9606449","5","FXR6+97J",,"FXR6+97J, Bangla Udhaira, Sheikhupura, Punjab, Pakistan",,"Khoj Society School","1"
,,,,,"Primary school","31.5024345","73.9224065","4.5","GW2C+XXF Kot Hayat",,"GW2C+XXF Kot Hayat, Nankana Sahib, Punjab, Pakistan",,"Govt. Primary School Kot Hayat, Nankana Sahib","2"
,,,,,"School","31.4717582","73.9240962","3","FWCF+PJ5 Village haryya tehsil",,"FWCF+PJ5 Village haryya tehsil, Kot Nehal, Nankana Sahib, Punjab, Pakistan",,"Govt Elementary School Haryya","4"
,,,,,"Elementary school","31.4580735","73.9568399","3.7","FX54+6PG",,"FX54+6PG, Kujji, Sheikhupura, Punjab, Pakistan",,"Govt Primary School Kujji Bhattian","3"
,,,,,"School","31.4442746","73.877001","5","CVVG+MQ",,"CVVG+MQ, Azeem Wala, Nankana Sahib, Punjab, Pakistan",,"Govt Primary school Azeem Wala","2"
"2","0","0","0","0","School administration office","31.4713959","73.8780752","5",,,"Warburton, Nankana Sahib, Punjab 39180, Pakistan","39180","Chawal Chak","2"
,,,,,"School","31.4571849","73.8919948",,"FV4R+VQH",,"FV4R+VQH, Azeem Wala, Nankana Sahib, Punjab, Pakistan",,"Government Primary School Baghoti Bashoti, Nankanasahib","0"
,,,,,"Computer training school","31.4491004","73.9749526",,"1",,"1, Mandi Faizabad, Nankana Sahib, Punjab 39470, Pakistan","39470","Sharafat Computer Traders","0"
,,,,,"Primary school","31.6740512","73.6375889","5","MJFQ+J2G",,"MJFQ+J2G, Garmula, Nankana Sahib, Punjab, Pakistan",,"Govt primary school Garmula 169 RB","2"
,,,,,"Government school","31.6961447","73.6627625","3.8","MMW7+F42",,"MMW7+F42, Baganwali Karyal, Sheikhupura, Punjab, Pakistan",,"Govt.High School","4"
,,,,,"Middle school","31.6851352","73.6543715","5","MMP3+3P5",,"MMP3+3P5, Chabba Pind, Nankana Sahib, Punjab, Pakistan",,"Abu Bakar Gillany","1"
,,,,,"School","31.7114899","73.6581351",,"PM65+H7R",,"PM65+H7R, Jaid Chak 16 Rb, Sheikhupura, Punjab, Pakistan",,"Government Elementary School","0"
,,,,,"School","31.6931821","73.6609302",,"MMV6+79F",,"MMV6+79F, Baganwali Karyal, Sheikhupura, Punjab, Pakistan",,"Govt Elimentry Girls School","0"
,,,,,"Middle school","31.879174","73.6911999","5","VMHR+MF8",,"VMHR+MF8, Kalsian Bhattian, Sheikhupura, Punjab, Pakistan",,"Government Elementary School For Boys & Girls Kalsian Bhattian District Sheikhupura","2"
,,,,,"Primary school","31.9077196","73.7394089","5","WP5Q+3QM",,"WP5Q+3QM, Lunda, Sheikhupura, Punjab, Pakistan",,"Govt.Primary School,Rasulpur Bhattian","1"
,,,,,"High school","31.8574231","73.7470864","4.8","VP4W+XR8, Gajiana Nau - Ajniawala Rd",,"VP4W+XR8, Gajiana Nau - Ajniawala Rd, Bohar Bath, Sheikhupura, Punjab, Pakistan",,"Govt. High School Gajiana Bhattian","5"
,,,,,"School","31.8519581","73.7451568","5","VP2W+Q3M, Gajjiana Rd",,"VP2W+Q3M, Gajjiana Rd, Gajiana nau, Sheikhupura, Punjab, Pakistan",,"Bright Future School","1"
,,,,,"Primary school","31.9012632","73.7436199",,"WP2V+GC5",,"WP2V+GC5, Lunda, Sheikhupura, Punjab, Pakistan",,"Govt.Girls Primary School","0"
,,,,,"School","31.9008286","73.7424473","4","WP2R+FQ5",,"WP2R+FQ5, Lunda, Sheikhupura, Punjab, Pakistan",,"Pakistan National Model School","2"
,,,,,"Elementary school","31.8923684","73.7142778","4","VPR7+WPR",,"VPR7+WPR, Takha, Bhattian, Sheikhupura, Punjab, Pakistan",,"GPS Takha Bhattian","4"
,,,,,"High school","31.8564603","73.7417971","5","VP4R+HPM, Kalsian Bhattian Road",,"VP4R+HPM, Kalsian Bhattian Road, Gajiana nau, Sheikhupura, Punjab, Pakistan",,"Govt. Girls High School Gajiana Nau","2"
,,,,,"Primary school","31.8462656","73.767607","5","RQW9+G25",,"RQW9+G25, Thatha Qalandar, Sheikhupura, Punjab, Pakistan",,"Govt Boys Primary School Thatha Qalander","2"
,,,,,"School","31.8933087","73.7136399","2.5","VPV7+8M",,"VPV7+8M, Takka, Nankana Sahib, Punjab, Pakistan",,"Quid-eAzam bublic school","2"
,,,,,"High school","31.877223","73.6988755","5","VMGX+VHJ, Kalsian Bhattian Road",,"VMGX+VHJ, Kalsian Bhattian Road, Gajiana nau, Nankana Sahib, Punjab, Pakistan",,"دارالعلوم نقشبندیہ کریمیہ صابریہ گرلز کیمپس","2"
,,,,,"School","31.9097657","73.7638187","4","WQ57+WG4",,"WQ57+WG4, Deenghar Baath, Sheikhupura, Punjab, Pakistan",,"AB School System","4"
,,,,,"Primary school","31.9092748","73.7620336",,"WQ56+PR3",,"WQ56+PR3, Dinghar Baath, Sheikhupura, Punjab, Pakistan",,"Government girls primary school dinghar bhath","0"
,,,,,"Primary school","31.8451882","73.7637188","2","RQW7+3FH",,"RQW7+3FH, Thatha Qalander, Sheikhupura, Punjab, Pakistan",,"Govt Girls Primary School Thatha Qalander","1"
,,,,,"School","31.8897916","73.7695444",,"VQQ9+WR7, veerke bath",,"VQQ9+WR7, veerke bath, Veerke Baath, Sheikhupura, Punjab, Pakistan",,"Bright Future Elementary School","0"
,,,,,"School","31.6997295","73.6578935",,"MMX5+V5R, Unnamed Road",,"MMX5+V5R, Unnamed Road, Baganwali Karyal, Nankana Sahib, Punjab, Pakistan",,"High School","0"
,,,,,"Education center","31.8578813","73.7452504",,"VP5W+542",,"VP5W+542, Gajiana nau, Sheikhupura, Punjab, Pakistan",,"Mohammadan School Academy","0"
"1","0","0","0","0","School","31.684533","73.6261322","5","MJMG+RF6",,"MJMG+RF6, Wayan Wali, Nankana Sahib, Punjab, Pakistan",,"Masjid Bilal مسجد بلال","1"
,,,,,"Wood working class","31.6957009","73.661895",,"MMW6+7QJ",,"MMW6+7QJ, Baganwali Karyal, Nankana Sahib, Punjab, Pakistan",,"Mahmood Wooden Workshop ️ ️","0"
,,,,,"School","31.8611917","73.6688817","4","VM69+FHC",,"VM69+FHC, Aswan bhattian, Sheikhupura, Punjab, Pakistan",,"Govt Elementary School For Boys Aswan Bhattian","2"
,,,,,"School","31.8588848","73.7430176",,"VP5V+H62",,"VP5V+H62, Gajiana nau, Sheikhupura, Punjab, Pakistan",,"Sun Shine Public Model School & Academy, Gajiana Nau","0"
,,,,,"Elementary school","31.4624264","74.6094718","4","FJ65+XQH",,"FJ65+XQH, Ghanienke, Lahore, Punjab 53200, Pakistan","53200","Govt. Elementary School for Boys","1"
,,,,,"School","31.4443125","74.5705625","4",,,"Hudiara, Lahore, Punjab 53200, Pakistan","53200","Azeem Public high school","4"
,,,,,"School","31.4404015","74.5629003","4.3",,,"Hudiara, Lahore, Punjab, Pakistan",,"World Grammar School","6"
,,,,,"School","31.4428634","74.5636541","4","CHV7+4FR",,"CHV7+4FR, Hudiara, Lahore, Punjab, Pakistan",,"TCF Primary school [Hudiara]","2"
,,,,,"School","31.4421657","74.5621864","5","CHR6+VV7",,"CHR6+VV7, Hudiara, Lahore, Punjab, Pakistan",,"Inspire school of LHR","1"
,,,,,"Elementary school","31.491643","74.601529","5","FJR2+MJ",,"FJR2+MJ, Ghurki, Lahore, Punjab, Pakistan",,"GPS Model Ghurki","1"
,,,,,"School","31.4446725","74.5677546","3","CHV9+V46",,"CHV9+V46, Hudiara, Lahore, Punjab, Pakistan",,"Sardar Memorial Model Middle School","1"
,,,,,"Elementary school","31.483046","74.591704","5","FHMR+6M",,"FHMR+6M, Lallo, Lahore, Punjab, Pakistan",,"GPS Khurmalian","2"
,,,,,"Elementary school","31.4709492","74.6239191",,"telephone exchange",,"telephone exchange, Officers Colony Padhana, Lahore, Punjab 53300, Pakistan","53300","AL Majeed Knowledge House Padhana","0"
,,,,,"Primary school","31.4709492","74.6239191",,"FJCF+9HF",,"FJCF+9HF, Padhana, Lahore, Punjab, Pakistan",,"Tcf","0"
,,,,,"School","31.4419572","74.5672793","4","CHR9+P8W",,"CHR9+P8W, Hudiara, Lahore, Punjab, Pakistan",,"Iftikhar unique school","1"
,,,,,"School","31.4377218","74.5645781","5","Barki Rd",,"Barki Rd, Hudiara, Lahore, Punjab 53200, Pakistan","53200","Bright Way High School Boys Campus","4"
,,,,,"Primary school","31.4510308","74.6056555",,"FJ24+J4V",,"FJ24+J4V, Uppal, Lahore, Punjab, Pakistan",,"Government Girls primary school village uppal post office Barki Lahore cantt","0"
,,,,,"School","31.4457101","74.5662264","4.3","CHW8+7FQ, Unnamed Road",,"CHW8+7FQ, Unnamed Road, Hudiara, Lahore, Punjab, Pakistan",,"GGHS Hadyara","3"
,,,,,"Elementary school","31.4861537","74.5562448","4","FHP4+FF",,"FHP4+FF, Dhirke Khor, Lahore, Punjab, Pakistan",,"GPS Dheerke","1"
,,,,,"High school","31.4611229","74.6080772","1","FJ65+C6W",,"FJ65+C6W, Ghanienke, Lahore, Punjab 53200, Pakistan","53200","Govt. Girls High School","1"
"1","0","0","0","0","School","31.9017989","73.7459136","5","WP2W+P97",,"WP2W+P97, Lunda, Sheikhupura, Punjab, Pakistan",,"Jamia Masji Anware Akbar","1"
,,,,,"School","31.8551484","73.7137301",,"VP47+3F",,"VP47+3F, Walan Wala, Nankana Sahib, Punjab, Pakistan",,"Govt. Boys Primary School Sarotha","0"
,,,,,"School","31.8896109","73.7188645",,"VPQ9+RGX",,"VPQ9+RGX, Takka, Nankana Sahib, Punjab, Pakistan",,"GPS for boys","0"
"6","5","1","0","0","Banquet hall","31.8580994","73.7475218","4.3","GUJJIANA NAU govt.high school, street",,"GUJJIANA NAU govt.high school, street, Gajiana nau, Sheikhupura, Punjab 39500, Pakistan","39500","EHSAAN PALACE, GAJIANA BHATTIAN","12"
,,,,,"Flour mill","31.8565636","73.741882",,"Street Govt girls high school Gujiana nou",,"Street Govt girls high school Gujiana nou, Pakistan",,"M.Ashraf flour Shop","0"
"1","1","0","0","0","Primary school","31.4615625","74.6078125","4.5",,,"Ghanienke, Lahore, Punjab 53200, Pakistan","53200","GGPS Ghaniake","2"
"1","0","0","0","0","School","31.468919","74.6249233","5","FJ9F+HX7",,"FJ9F+HX7, Padhana, Lahore, Punjab, Pakistan",,"GHS Padhana","1"
"1","0","0","0","0","School","31.5001883","74.5609405","5","GH26+39G",,"GH26+39G, Karanke, Lahore, Punjab, Pakistan",,"dera haji kreem khan","1"
"2","0","0","0","0","School","31.473563","74.5672637","5","FHF8+CWC",,"FHF8+CWC, Jhallian, Lahore, Punjab, Pakistan",,"GPS Jhallian","2"
,,,,,"Elementary school","31.4710866","74.5954577",,"FHCV+5WQ",,"FHCV+5WQ, Deo Sani, Lahore, Punjab, Pakistan",,"GGPS Deo Sani","0"
,,,,,"School","31.4443761","74.5702602",,"CHVC+Q42",,"CHVC+Q42, Hudiara, Lahore, Punjab, Pakistan",,"Suffah grammar high school Hadiara","0"
,,,,,"School","31.4482908","74.6115643",,"CJX6+8J8",,"CJX6+8J8, Lahore, Punjab, Pakistan",,"TCF School Sughra Soomro Campus","0"
,,,,,"School","31.4713526","74.6181502",,"FJC9+G7R",,"FJC9+G7R, Padhana, Lahore, Punjab, Pakistan",,"TCF School - Tasneem & Saleem Siddiqui Campus","0"
,,,,,"Girls' high school","31.4699414","74.6245861",,"FJ9F+XRG",,"FJ9F+XRG, Padhana, Lahore, Punjab, Pakistan",,"GGHS Padhana","0"
,,,,,"School","31.4900272","74.557475",,"FHR4+2X",,"FHR4+2X, Dhirke Khor, Lahore, Punjab, Pakistan",,"GGES Dheerke","0"
"1","0","0","0","0","After school program","31.4457865","74.5660527","5","Unnamed Road",,"PakistanPunjab, Lahore, Hudiara, Unnamed Road",,"HOKMA FTTC Academy","1"
