"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"Rabia,s beauty salon & training center","1","1","0","0","0","0","H-17out fall road Santa nager UVAS university",,"Beauty salon","31.5752532","74.3001388","5","54000","H-17out fall road Santa nager UVAS university, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan"
"Rabia,s beauty salon & training center","1","1","0","0","0","0","J63X+RQ",,"Beauty salon","31.6045031","74.2494882","5",,"J63X+RQ, Naain Sukh, Lahore, Punjab, Pakistan"
"Bushra's Beauty Parlour","3","2","1","0","0","0","J77V+6G",,"Beauty salon","31.6130622","74.2937956","4.7",,"J77V+6G, Saeed Park Shahdara Town, Lahore, Punjab, Pakistan"
"Fuzion Salon for Gents and Ladies","3","2","0","1","0","0","H6WG+MQP",,"Hair salon","31.5967022","74.2269534","3.7",,"H6WG+MQP, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
"S_U salon","5","2","0","1","1","1","house no, Street no4, 23 Umer Farooq St",,"Beauty salon","31.5803903","74.2950218","3.2","54000","house no, Street no4, 23 Umer Farooq St, Bilal Ganj, Lahore, Punjab 54000, Pakistan"
"Curl n Straight","1","1","0","0","0","0","Sardar Street no 47 Sanda, link Dar St",,"Beauty salon","31.5616238","74.2839869","5","54000","Sardar Street no 47 Sanda, link Dar St, Sanda, Lahore, Punjab 54000, Pakistan"
"hansa beauty parlour","2","2","0","0","0","0","J849+VV7, Unnamed Road",,"Beauty salon","31.607164","74.31966","5",,"J849+VV7, Unnamed Road, Badami Bagh, Lahore, Punjab, Pakistan"
"Anmol beauty parlour","1","1","0","0","0","0","J76M+6Q9",,"Beauty salon","31.6099614","74.2855261","5",,"J76M+6Q9, Taragarh Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Jfk salon","9","8","0","1","0","0","H8W5+5V4, Ahmed Ali Rd",,"Barber shop","31.5953922","74.3097141","4.6",,"H8W5+5V4, Ahmed Ali Rd, Ravi Park, Lahore, Punjab, Pakistan"
"Mens beauty saloon","2","1","1","0","0","0","H7PX+7X3, Rehman Rd",,"Beauty salon","31.5856467","74.2999149","4.5",,"H7PX+7X3, Rehman Rd, Karim Park Lahore, Punjab, Pakistan"
"Hair Artistry Salon","0",,,,,,"Sher Shah Road ,Data Nagar ,Badami Bagh, Lahore",,"Hair salon","31.6002526","74.3218889",,"54000","Sher Shah Road ,Data Nagar ,Badami Bagh, Lahore, Badami, Bagh, Lahore, 54000, Pakistan"
"Mishi's Beauty salon","5","3","0","2","0","0","Al Rahman Garden phase 2 sharaq pur",,"Beauty salon","31.597099","74.2334245","3.4","54950","Al Rahman Garden phase 2 sharaq pur, Lahore, 54950, Pakistan"
"Seizer Art Salon","0",,,,,,,,"Beauty salon","31.6099002","74.2902933",,,"Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"The Next Beauty Salon","1","1","0","0","0","0","floor 82, 5 Street 1",,"Beauty salon","31.4735769","74.4020606","5","54792","floor 82, 5 Street 1, Civic Commercial Area Sector T DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"Addictions Salon and Spa Lahore","15","9","3","1","2","0","Shop # 22 Street 12",,"Beauty salon","31.4808414","74.4120402","4.3","56800","Shop # 22 Street 12, Sector V DHA Phase 2, Lahore, Punjab 56800, Pakistan"
"Natural beauty salon service at home","24","23","0","1","0","0","Natural beauty salon service at home",,"Beauty salon","31.4833597","74.3968658","4.8",,"Natural beauty salon service at home, Sector L Dha Phase 1, Lahore, Punjab, Pakistan"
"Salon Studio Phase 5 DHA, Lahore","2","0","0","1","1","0","DHA, Phase 5, Sector C, Plaza No 69, Ground Floor, Smokeshub",,"Hair salon","31.4623772","74.4134396","2","54000","DHA, Phase 5, Sector C, Plaza No 69, Ground Floor, Smokeshub, Lahore, 54000, Pakistan"
"XOXO SALON","7","7","0","0","0","0","A-6/15 H-Commercial",,"Beauty salon","31.4849199","74.3867821","5",,"A-6/15 H-Commercial, Sector A Dha Phase 1, Lahore, Punjab, Pakistan"
"US Salon & SPA by Urooj Saif","18","14","2","1","1","0","102 Y, 7 Commercial Area",,"Beauty salon","31.4739251","74.3763008","4.6","54810","102 Y, 7 Commercial Area, Phase DHA Phase 3, Lahore, 54810, Pakistan"
"Salon 6","2","2","0","0","0","0","FFJ3+GFQ",,"Beauty salon","31.4814188","74.4536882","5",,"FFJ3+GFQ, Sector J DHA Phase 6, Lahore, Punjab, Pakistan"
"M Slim & Salon","14","11","0","2","1","0","Street 15 Sector, x",,"Beauty salon","31.4665384","74.3705858","4.3",,"Street 15 Sector, x, DHA Phase 3, Lahore, Pakistan"
"Eena's Beauty Salon","1","1","0","0","0","0","25A",,"Beauty salon","31.489424","74.372686","5",,"25A, Kouray Shah Taj Colony, Lahore, Punjab, Pakistan"
"Huma's Salon","18","12","1","1","3","1","FCW2+5GH Park, Ayub Ansari Street, opposite Euro Store",,"Beauty salon","31.4954303","74.4013554","4.2",,"FCW2+5GH Park, Ayub Ansari Street, opposite Euro Store, Ali View Garden Ali View, Lahore, Punjab, Pakistan"
"Araish Beauty Salon","3","3","0","0","0","0","FCM8+6MV",,"Beauty salon","31.4831198","74.416668","5",,"FCM8+6MV, Cantt View Phase 1 Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan"
"lifestyle salon","2","2","0","0","0","0",,,"Beauty salon","31.4591875","74.3623125","5",,"Gul Colony, Lahore, Punjab, Pakistan"
"Fatima Salon","8","7","0","1","0","0","Plaza#40T Commercial Area, lalik jan chowk",,"Beauty salon","31.4735942","74.4019202","4.5",,"Plaza#40T Commercial Area, lalik jan chowk, Sector T DHA Phase 2, Lahore, Pakistan"
"Madiha Beauty Salon مدیحہ بیوٹی سیلون","6","5","0","0","0","1","F965+W94",,"Beauty salon","31.4623303","74.3585148","4.5",,"F965+W94, Munawrabad Nishtar Town, Lahore, Punjab, Pakistan"
"Meraki Men Salon","7","5","0","1","1","0","MB-26 First Floor Commercial Area",,"Hairdresser","31.4736804","74.4433561","4.1","54000","MB-26 First Floor Commercial Area, Sector B DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Ayesha's Beauty Salon","1","1","0","0","0","0","Ayesha's beauty salon, Faisal Ghuman Rd, near Jasmine Lane",,"Beauty salon","31.4900594","74.3871623","5",,"Ayesha's beauty salon, Faisal Ghuman Rd, near Jasmine Lane, Nishat Colony Civil Defence Housing Society, Lahore, Punjab, Pakistan"
"Shahid Hair Salon | Men's Hair Salon Lahore","1","1","0","0","0","0","F9G5+WMV, Main Bazaar AL Noor Town Rd",,"Hair salon","31.4773672","74.3591742","5",,"F9G5+WMV, Main Bazaar AL Noor Town Rd, Al-Noor Town Farooq Colony, Lahore, Punjab, Pakistan"
"Samah M Beauty Salon & Spa","1","1","0","0","0","0","Plaza No. 36, Mezzanine Floor, CCA",,"Beauty salon","31.4621048","74.4141489","5",,"Plaza No. 36, Mezzanine Floor, CCA, Phase 5 D.H.A, Lahore, Pakistan"
"Jovey Salon","3","3","0","0","0","0","Street 6",,"Beauty salon","31.4968535","74.3610835","5","42000","Street 6, w Lane Cavalry Ground, Lahore, Punjab 42000, Pakistan"
"Flick & Face Beauty Salon.","1","1","0","0","0","0","156-H D.H.A,, Street 144",,"Beauty salon","31.4822797","74.3972964","5",,"156-H D.H.A,, Street 144, Sector L Dha Phase 1, Lahore, Punjab, Pakistan"
"Anmol beauty saloon and training center","2","2","0","0","0","0","J789+7H5 Yousaf park",,"Beauty salon","31.6156359","74.268996","5",,"J789+7H5 Yousaf park, Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Town Star Hair Cutting Salon","0",,,,,,"H8P6+77P, Qadimi Shehr, Lahore, Punjab",,"Hair salon","31.5857147","74.3107027",,"54000","H8P6+77P, Qadimi Shehr, Lahore, Punjab, Walled City of Lahore, Lahore, Punjab 54000, Pakistan"
"Al-rehman hair salon","0",,,,,,"H8FC+8H2, Railway Rd",,"Hair salon","31.5732543","74.3213931",,"54000","H8FC+8H2, Railway Rd, Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Mor Pankh Beauty Salon and Studio","0",,,,,,"50 Khan St",,"Beauty salon","31.5659188","74.2995075",,"54000","50 Khan St, Islampura, Lahore, Punjab 54000, Pakistan"
"ابن آدم Hair Salon","0",,,,,,"3 Saadi Rd",,"Hair salon","31.5652793","74.2996892",,"54000","3 Saadi Rd, Islampura, Lahore, Punjab 54000, Pakistan"
"Ahmad Salon","0",,,,,,"07 Ravi Rd",,"Hair salon","31.5930831","74.3069429",,,"07 Ravi Rd, Ravi Park Lahore, Punjab, Pakistan"
"Plaza Hair cutting salon","0",,,,,,"H8R3+F5Q",,"Hair removal service","31.5912177","74.3029109",,,"H8R3+F5Q, Karim Park Lahore, Punjab, Pakistan"
"Zee Cuts","2","2","0","0","0","0","atif chowk mear PSO Petrol Pump, Shan plaza Qari road, Sanda Rd",,"Beauty salon","31.5613169","74.2964668","5",,"atif chowk mear PSO Petrol Pump, Shan plaza Qari road, Sanda Rd, Lahore, Pakistan"
"Moon beauty salon","0",,,,,,"J82C+P6Q",,"Beauty salon","31.6018492","74.3206208",,,"J82C+P6Q, Badami Bagh, Lahore, Punjab, Pakistan"
"Cutex Beauty Salon","0",,,,,,"H78W+QGW, Haider Rd, near city benquet hall",,"Beauty salon","31.5669329","74.2963372",,"54000","H78W+QGW, Haider Rd, near city benquet hall, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Hamna Beauty Salon","0",,,,,,"31 ساندہ روڈ",,"Beauty salon","31.5623266","74.2948798",,"54000","31 ساندہ روڈ, Krishan Nagar National Town, Lahore, Punjab 54000, Pakistan"
"Glam up beauty lounge","0",,,,,,"Hamdia rizvia masjid, Umar Rd",,"Beauty salon","31.5655497","74.2938576",,"54000","Hamdia rizvia masjid, Umar Rd, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Vip hair salon","0",,,,,,"Dhup, near masjid",,"Hair salon","31.5778174","74.3063263",,"54000","Dhup, near masjid, sari, Lahore, Punjab 54000, Pakistan"
"STYLO HAIR DRESSER","0",,,,,,"Chamberlain Rd",,"Beauty salon","31.5734702","74.3194306",,"54000","Chamberlain Rd, Defence Phase 2 Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Glamrous Beauty Salon","0",,,,,,"H78X+376، Tilak Street",,"Beauty salon","31.565167","74.2981349",,"54000","H78X+376، Tilak Street, Islampura, Lahore, Punjab 54000, Pakistan"
"Aliza Beauty Salon","2","2","0","0","0","0","F9RC+3W7, Shah Jahan street",,"Beauty salon","31.489959","74.3728814","5",,"F9RC+3W7, Shah Jahan street, Super Town Shah Taj Colony, Lahore, Punjab, Pakistan"
"Hamza hair salon","0",,,,,,"J756+GQW",,"Beauty salon","31.6088125","74.2619375",,,"J756+GQW, Elam Din Block Shahdara Town, Lahore, Punjab, Pakistan"
"Glam Up Beauty Salon","2","2","0","0","0","0","Ali View Garden Phase 1, Street 1, Bedian road Lahore Cantt",,"Beauty salon","31.4935042","74.403888","5","54810","Ali View Garden Phase 1, Street 1, Bedian road Lahore Cantt, Ali View, Lahore, Punjab 54810, Pakistan"
"Asif's saloon","2","2","0","0","0","0","44 Qurashi St",,"Beauty salon","31.5609178","74.2818287","5","54000","44 Qurashi St, Sanda Lahore, Punjab 54000, Pakistan"
"Handy Salon","1","1","0","0","0","0","FCF3+P47",,"Beauty salon","31.4742767","74.4027873","5",,"FCF3+P47, Civic Commercial Area Sector T DHA Phase 2, Lahore, Punjab, Pakistan"
"Fresh look beauty saloon","0",,,,,,"park, House no 11 street no 7, Ameen",,"Beauty salon","31.5858381","74.296",,"51000","park, House no 11 street no 7, Ameen, Ameen Park Aftab Chowk, Lahore, 51000, Pakistan"
"Memoona Khakwani - Bridal Studio & Salon","19","17","1","1","0","0","32CCA, Ground Floor",,"Beauty salon","31.4615574","74.4139854","4.7","54792","32CCA, Ground Floor, Phase 5 D.H.A, Lahore, 54792, Pakistan"
"Nadiraz Beauty Salon","0",,,,,,"H79X+345, Harilodge Street No.39",,"Beauty salon","31.5676382","74.2978524",,"54000","H79X+345, Harilodge Street No.39, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Mani beauty salon","10","5","2","0","2","1","main Bedian Rd",,"Beauty salon","31.4840393","74.4199885","4.1",,"main Bedian Rd, Haji Park Gohawa, Lahore, Punjab, Pakistan"
"Anaya Beauty Salon","9","6","2","1","0","0","F9RP+2R5, Faisal Ghuman Rd",,"Beauty salon","31.4900177","74.387096","4.3",,"F9RP+2R5, Faisal Ghuman Rd, Nishat Colony Lahore, Punjab, Pakistan"
"Z.H Beauty Salon","0",,,,,,"H79X+6FM Neeli Bar More",,"Beauty salon","31.5680851","74.2986716",,"54000","H79X+6FM Neeli Bar More, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Face Salon & Training Institute ( For Ladies only )","36","28","2","0","6","0","E180/25B St # 2 New Iqbal Park, D.H.A. Main Blvd",,"Beauty salon","31.4887819","74.3760969","4.6","54000","E180/25B St # 2 New Iqbal Park, D.H.A. Main Blvd, Cantt،, Lahore, 54000, Pakistan"
"Babloo Salon & Studio","16","7","1","6","1","1","Building no, 285 Y block Phase, 3",,"Beauty salon","31.4717929","74.3728674","3.1","54000","Building no, 285 Y block Phase, 3, Defence, Lahore, 54000, Pakistan"
"Chanda's Salon","8","7","1","0","0","0","Plot 101",,"Beauty salon","31.4842828","74.3949284","4.9",,"Plot 101, Sector G Dha Phase 1, Lahore, Punjab, Pakistan"
"Mary's Signature Salon","4","4","0","0","0","0","5-MB Main Blvd",,"Beauty salon","31.4724127","74.4416582","5",,"5-MB Main Blvd, Sector B DHA Phase 6, Lahore, Punjab, Pakistan"
"HS Salon","54","37","1","15","0","1","F97Q+Q8C, Street 1",,"Beauty salon","31.464442","74.3882606","3.8",,"F97Q+Q8C, Street 1, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan"
"Nasreen's Beauty Salon & Clinic","2","2","0","0","0","0","03-AA",,"Beauty salon","31.4618293","74.3714993","5","54000","03-AA, DHA Phase 4 Sector AA DHA Phase 3, Lahore, Punjab 54000, Pakistan"
"Rafia’s Signature salon","5","4","0","0","1","0","143 CCA",,"Beauty salon","31.462106","74.3844263","4.6",,"143 CCA, Block DD Phase 4 DHA Phase 3, Lahore, Pakistan"
"Fatema .H Salon","5","5","0","0","0","0","Plaza 60 G H block market",,"Beauty salon","31.4839502","74.3952865","5",,"Plaza 60 G H block market, Sector G Dha Phase 1, Lahore, Punjab, Pakistan"
"salon & parlor","1","1","0","0","0","0","Shiraz villas cavalry ground",,"Beauty salon","31.4937136","74.3628619","5","54791","Shiraz villas cavalry ground, Madina Colony, Lahore, Punjab 54791, Pakistan"
"Color Me Up Salon,spa and institute","19","11","2","4","1","1","2nd floor, Plaza 22-CCA",,"Beauty salon","31.4612883","74.4236983","3.8",,"2nd floor, Plaza 22-CCA, Sector A Phase 5 D.H.A, Lahore, Pakistan"
"Shahida Salon","8","5","2","1","0","0","Shop 8, N Block",,"Beauty salon","31.4851619","74.394094","4.3",,"Shop 8, N Block, Sector N Dha Phase 1, Lahore, Punjab, Pakistan"
"Seema's salon","3","3","0","0","0","0","city Marbels, Ghazi Rd",,"Beauty salon","31.4605468","74.3598206","5",,"city Marbels, Ghazi Rd, Shoukat Town Gul Colony, Lahore, Punjab, Pakistan"
"Sia Salon","1","1","0","0","0","0","F9R7+M7C",,"Beauty salon","31.4916899","74.363146","5",,"F9R7+M7C, Madina Colony, Lahore, Punjab, Pakistan"
"Splendour Hair and Beauty Salon Spa","5","2","2","1","0","0","F953+PVC",,"Beauty salon","31.4593145","74.3546395","3.8",,"F953+PVC, Nishtar Town, Lahore, Punjab, Pakistan"
"Pink Petals Beauty Salon","30",,,,,,"284-B, Abubakar street, New",,"Beauty salon","31.5805798","74.406889","4.6",,"284-B, Abubakar street, New, Shalimar Housing Scheme, Lahore, Punjab, Pakistan"
"Khadija Beauty Salon","0",,,,,,"H8CC+MF4, Main Bazaar",,"Beauty salon","31.5716359","74.3211828",,"54000","H8CC+MF4, Main Bazaar, Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Branded Cut Salon (BCS)","0",,,,,,"J75H+PRH Malik Park, Bara Dari Rd",,"Beauty salon","31.6093104","74.2796196",,,"J75H+PRH Malik Park, Bara Dari Rd, Main Bazar Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Good Look Beauty Salon","62",,,,,,"118 GT Rd",,"Beauty salon","31.5774342","74.3632047","4.2","54000","118 GT Rd, Singhpura, Lahore, Punjab 54000, Pakistan"
"Maham Beauty Salon","0",,,,,,"H76V+6WH, Zahoor St",,"Beauty salon","31.5606123","74.2948447",,"54000","H76V+6WH, Zahoor St, National Town Lahore, Punjab 54000, Pakistan"
"Shaaz Salon","10",,,,,,"Type C, Block 17, house no. H, PHA Railway Flats, Wheatmen Rd",,"Beauty salon","31.5707494","74.3674049","5","54840","Type C, Block 17, house no. H, PHA Railway Flats, Wheatmen Rd, Shalimar Larechs Colony, Lahore, Punjab 54840, Pakistan"
"Qainchi Kangha hair salon","1","0","0","1","0","0","Jilani Rd, near sheikh fish corner",,"Hair salon","31.5806129","74.2966054","1","54000","Jilani Rd, near sheikh fish corner, Bilal Ganj, Lahore, Punjab 54000, Pakistan"
"Naina's Beauty Salon","150",,,,,,"Street No. 3",,"Beauty salon","31.5784923","74.3631452","4.1","54000","Street No. 3, Stop Begumpura, Lahore, Punjab 54000, Pakistan"
"Hajra beauty salon & spa","0",,,,,,"H77X+PCH",,"Beauty salon","31.5643101","74.2986189",,"54000","H77X+PCH, Islampura, Lahore, Punjab 54000, Pakistan"
"Farah Beauty Salon","0",,,,,,"H77P+4H5, Zahoor Din Rd, Sanda Khurd, Sanda",,"Beauty salon","31.5627676","74.2864927",,"54000","H77P+4H5, Zahoor Din Rd, Sanda Khurd, Sanda, Sanda, Lahore, Punjab 54000, Pakistan"
"Paragon salon","0",,,,,,"H6VM+6C7",,"Hair salon","31.5930326","74.2335725",,,"H6VM+6C7, L Block Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
"Sitara Signature Salon And Training Center","0",,,,,,"Zahoor Din Rd",,"Beauty salon","31.5609895","74.2852522",,"54000","Zahoor Din Rd, Hakima Wala Bazar Sanda Kalan, Lahore, Punjab 54000, Pakistan"
"Hoor Beauty Salon","0",,,,,,"Zahoor Din Rd, H77P+3JM, Sanda Khurd",,"Beauty salon","31.5627556","74.2865352",,"54000","Zahoor Din Rd, H77P+3JM, Sanda Khurd, Sanda Lahore, Punjab 54000, Pakistan"
"Gehna Beauty Salon","0",,,,,,"Iqbal Street, Usmania Park, Sanda Rd",,"Beauty salon","31.5639534","74.2854508",,"50004","Iqbal Street, Usmania Park, Sanda Rd, Islampura, Lahore, Punjab 50004, Pakistan"
"Saim Lard salon & Spa","1","1","0","0","0","0","143",,"Beauty salon","31.4821787","74.3969086","5",,"143, Lahore, Pakistan"
"Haram Beauty Salon","0",,,,,,"H7QX+9HG, Makkah Rd",,"Beauty salon","31.5884062","74.2988359",,,"H7QX+9HG, Makkah Rd, Karim Park Lahore, Punjab, Pakistan"
"Heer Salon & Skincare","5","4","1","0","0","0","76 CCA DHA Phase 6",,"Beauty salon","31.4688028","74.451383","4.8","54000","76 CCA DHA Phase 6, Lahore, 54000, Pakistan"
"Daffodils beauty salon","0",,,,,,"House, 6 Street No. 1",,"Beauty salon","31.5911789","74.3025459",,,"House, 6 Street No. 1, siddique colony Timber Market, Lahore, Punjab, Pakistan"
"Flora Signature Salon","5","4","0","1","0","0","F9C5+R57, Khayaban-e-Iqbal",,"Beauty salon","31.4720425","74.3579293","4.2","54792","F9C5+R57, Khayaban-e-Iqbal, Sector XX Al Noor Town, Lahore, Punjab 54792, Pakistan"
"SCISSORS 'N' RAZORS","16","16","0","0","0","0","Data Nagar Branch",,"Beauty salon","31.6000828","74.3197488","5","54000","Data Nagar Branch, Data Nagar Badami Bagh, Lahore, Punjab 54000, Pakistan"
"NORI NENA SALON STUDIO sahiwal","6","6","0","0","0","0","NO, 78, H, MARKET PLAZA, DHA PHASE ,1 H, BLOCK",,"Beauty salon","31.4817926","74.3959503","5","54000","NO, 78, H, MARKET PLAZA, DHA PHASE ,1 H, BLOCK, Lahore, 54000, Pakistan"
"Gold Beauty Salon","0",,,,,,"Al.Rehman Garden phase 2 k.Block 91 no.Plaza",,"Beauty salon","31.5901021","74.2411269",,,"Al.Rehman Garden phase 2 k.Block 91 no.Plaza, Lahore, Pakistan"
"Jeddah Hair salon","0",,,,,,"H8R2+G73",,"Hair removal service","31.5911991","74.3007701",,,"H8R2+G73, Karim Park Lahore, Punjab, Pakistan"
"Anchal Beauty Salon","0",,,,,,"H7RW+MVG",,"Beauty salon","31.5911991","74.2975052",,,"H7RW+MVG, Karim Park Lahore, Punjab, Pakistan"
"Medicated Premium Salon","65",,,,,,"139-A C",,"Hair salon","31.3764111","74.17941","4.8","53720","139-A C, COMMERCIAL Gulmahar Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan"
"DANISH SALOON","0",,,,,,"H862+JCQ",,"Beauty salon","31.5615841","74.3011092",,"54000","H862+JCQ, Prem Nagar Rewaz Gardens, Lahore, Punjab 54000, Pakistan"
"Leisure Salon","774",,,,,,"18-A Commercial Area Main Boulevard, C",,"Beauty salon","31.3749527","74.1856519","4.5","54000","18-A Commercial Area Main Boulevard, C, Talwar Chowk Bahria Town, Lahore, Punjab 54000, Pakistan"
"Lashes beauty parlour Lahore","0",,,,,,"73 Ravi Rd",,"Beauty salon","31.5968157","74.2989289",,"05450","73 Ravi Rd, Qasurpura, Lahore, Punjab 05450, Pakistan"
"Islampura lahore","0",,,,,,"1st floor, Neli bar chowk, gold center, 11-A, Haider Rd",,"Beauty salon","31.5664637","74.2971314",,,"1st floor, Neli bar chowk, gold center, 11-A, Haider Rd, Islampura, Lahore, Pakistan"
"ACLASS SALON","25",,,,,,"Ground floor 76 B Tulip Commercial Sector C Near Grand Jamia Masjid, behind Mezan Bank",,"Beauty salon","31.369095","74.1868223","4.8","53720","Ground floor 76 B Tulip Commercial Sector C Near Grand Jamia Masjid, behind Mezan Bank, Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan"
"Vicky's Beauty Salon","11","5","2","4","0","0","Plaza",,"Beauty salon","31.4825625","74.3939375","3.4",,"Plaza, Lahore, Pakistan"
"M Beauty Salon","0",,,,,,"J63P+66P, Lahore-Jaranwala Rd",,"Beauty salon","31.6030931","74.2355883",,,"J63P+66P, Lahore-Jaranwala Rd, Jinnah Garden, Lahore, Sheikhupura, Punjab, Pakistan"
"KRK Professional Salon","161",,,,,,"Plot 194 c",,"Hair salon","31.3749139","74.1843037","4.8","53720","Plot 194 c, Sector C Gulmahar Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan"
"Revive Salon","4","2","1","1","0","0","23-R, 2 Ghazi Rd",,"Beauty salon","31.4806235","74.4033124","3.8","54792","23-R, 2 Ghazi Rd, Phase Sector R DHA, Lahore, Punjab 54792, Pakistan"
"SALEHA Beauty Salon","5","3","0","0","0","2","Plot #69, opposite Packages mall, walton",,"Beauty salon","31.4720433","74.3512688","3.8","54000","Plot #69, opposite Packages mall, walton, Gulshan Colony Lahore, Punjab 54000, Pakistan"
"Halo Beauty Salon","17",,,,,,"Shahkam Chowk, 215-B Defence Rd",,"Beauty salon","31.4068089","74.1651767","5",,"Shahkam Chowk, 215-B Defence Rd, Block B PGSHF, Lahore, Punjab, Pakistan"
"Hazel Eyes Salon by Umara Tariq","9","8","1","0","0","0","Shop 24",,"Beauty salon","31.4679676","74.4404254","4.9","54000","Shop 24, Sector A DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Let's makeup beauty salon ( bahria town branch)","604",,,,,,"56 commercial block",,"Beauty salon","31.3860672","74.1959358","4.7","54000","56 commercial block, Umer Block Safari Block Sector B Bahria Town, Lahore, Punjab 54000, Pakistan"
"Sarvena's Beauty Salon","2","2","0","0","0","0",,,"Beauty salon","31.48367","74.39325","5",,"Sector G Dha Phase 1, Lahore, Punjab, Pakistan"
"GlambyNadia Ladies Salon and Spa","37",,,,,,"Plaza 175-B Second Floor, C",,"Beauty salon","31.3766541","74.1928959","4.8","53720","Plaza 175-B Second Floor, C, Jasmine Block Commercial Bahria Town, Lahore, Punjab 53720, Pakistan"
"B D Cuts Care Salon","1",,,,,,"2VW7+2GQ, Multan Lahore Rd",,"Hair salon","31.0450998","73.8638691","4",,"2VW7+2GQ, Multan Lahore Rd, Bhadian, Pattoki, Kasur, Punjab, Pakistan"
"Sonia's Beauty Salon","4","2","0","1","1","0","F97V+CJ4, St 10",,"Beauty salon","31.4635054","74.3940707","3.5",,"F97V+CJ4, St 10, Sector G Sector L Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"CORAL | beauty emporium | Bahria Town | beauty salon & skin clinic","237",,,,,,"AA, 26AA 1st Floor Surhai Chowk Bahria Town, block",,"Beauty salon","31.3755549","74.1735721","4.6",,"AA, 26AA 1st Floor Surhai Chowk Bahria Town, block, Lahore, Pakistan"
"Sarte Salon","398",,,,,,"C7QM+RGC, Street 6",,"Beauty salon","31.4395665","74.2837635","4.6","54770","C7QM+RGC, Street 6, Block B2 Block B 2 PGECHS, Lahore, Punjab 54770, Pakistan"
"Meena's Salon & Studio","1","0","1","0","0","0","2nd Floor, 128-DD CCA",,"Beauty salon","31.4629544","74.3848704","4","54000","2nd Floor, 128-DD CCA, DHA Phase 4 Lahore, 54000, Pakistan"
"Javed Hair Salon","4",,,,,,"2VP6+QX8",,"Beauty salon","31.0369131","73.8624508","3.8",,"2VP6+QX8, Narroki Mahja Pattoki, Kasur, Punjab, Pakistan"
"Glamz Beauty Salon","44",,,,,,"House no, 70",,"Beauty salon","31.3762989","74.2572039","4.8","58000","House no, 70, Block A Edenabad, Lahore, Punjab 58000, Pakistan"
"Ranis Beauty Salon","1","0","1","0","0","0","FCX8+CJ2",,"Beauty salon","31.498585","74.4163602","4",,"FCX8+CJ2, Eden Avenue Lahore, Punjab, Pakistan"
"Jm Great Saloon","1",,,,,,"2RHV+8V5, Halla Rd",,"Beauty salon","31.0282692","73.8447283","4",,"2RHV+8V5, Halla Rd, Habib Town City, Pattoki, Kasur, Punjab, Pakistan"
"Shine Beauty Salons","0",,,,,,"F9MC+HC3",,"Beauty salon","31.4839539","74.3711356",,,"F9MC+HC3, Qadri Colony, Lahore, Punjab, Pakistan"
"Sairaz Salon","37",,,,,,"First Floor, 16, near McDonald's",,"Beauty salon","31.3744917","74.1793674","4.6",,"First Floor, 16, near McDonald's, Cc Block Sector D Bahria Town, Lahore, Punjab, Pakistan"
"Sadia signature salon by SA","9","7","0","1","1","0","Civic Commercial Area C Block, 66c",,"Beauty salon","31.4688045","74.4507221","4.3","42000","Civic Commercial Area C Block, 66c, Sector C DHA Phase 6, Lahore, Punjab 42000, Pakistan"
"Mirha's Beauty Salon","12",,,,,,"House 180 Street 32 Tulip Extension, Block",,"Beauty salon","31.4626859","74.1927197","4.9",,"House 180 Street 32 Tulip Extension, Block, Park View City Lahore Lahore, Pakistan"
"The cuts Salon","8","8","0","0","0","0","252y block, street No 10",,"Beauty salon","31.4719897","74.3737652","5","54792","252y block, street No 10, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"The best hair style and beauty parlour","35",,,,,,"C5HG+W5F",,"Hair salon","31.4298172","74.1754065","4.4",,"C5HG+W5F, Chung, Lahore, Punjab, Pakistan"
